@relation Bank_Note_Authentication-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.unsupervised.attribute.RandomProjection-N3-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute class {0,1}

@data
0.553737,-0.295834,0,0
-10.098376,-3.35758,0,1
-9.757162,-3.090325,0,1
-11.915765,1.219416,0,0
24.403383,29.979548,0,1
-11.674715,-6.226203,0,1
-2.079154,2.948297,0,0
-2.733349,3.745387,0,0
0.446055,0.958222,0,1
-3.366622,-4.059407,0,1
-7.528705,-5.444182,0,1
11.221541,10.230878,0,0
4.418115,6.39733,0,0
-5.265261,4.39837,0,0
11.409957,11.514501,0,1
4.497616,2.427469,0,0
-2.593833,-0.545163,0,0
-12.862105,-0.652013,0,0
-14.544204,-7.131546,0,0
-2.64744,3.352038,0,0
-3.168893,-0.145944,0,1
1.553892,0.968615,0,0
-19.71299,-8.91833,0,1
9.865069,7.523856,0,0
-5.916045,-4.212348,0,0
10.820121,8.955915,0,0
24.943957,27.162714,0,1
-8.568975,-6.220314,0,0
-2.615767,0.113771,0,0
1.177829,2.15138,0,0
-7.302326,-4.819258,0,0
2.239698,1.262457,0,0
-4.55325,-2.91227,0,0
19.033714,20.493279,0,1
2.092274,-0.040573,0,0
2.7943,1.154117,0,0
-2.828228,0.078154,0,1
-13.633994,1.171923,0,0
-16.536582,-6.451889,0,0
0.047164,1.358915,0,0
-2.598301,-3.360525,0,1
-4.765045,-2.22811,0,1
-1.008054,5.098811,0,0
-1.123235,4.634275,0,0
-15.101231,-7.124098,0,0
1.381899,-0.699506,0,1
-4.817526,-1.575127,0,0
-1.406876,-2.858923,0,1
-8.855803,-1.90006,0,0
0.491885,1.277301,0,1
3.753025,2.97064,0,1
-8.716892,-6.453275,0,0
-9.170863,-2.996794,0,1
-0.931913,0.559002,0,1
10.550493,9.709877,0,1
-8.173028,-3.47484,0,0
3.645274,5.351171,0,0
-0.703559,1.179353,0,1
-10.397865,-1.598873,0,1
0.816177,-0.727704,0,1
2.840233,-0.000504,0,0
7.654106,3.908546,0,0
19.130674,21.745898,0,1
16.84073,18.602572,0,1
10.463735,9.726158,0,1
-5.168232,-4.290983,0,0
9.570296,9.471027,0,1
-2.947084,-1.373291,0,0
17.946281,18.230008,0,1
-5.211909,-5.21711,0,1
-14.501422,-8.896159,0,1
-14.757246,-7.808258,0,1
-15.698789,-8.541435,0,1
-2.756923,-2.085736,0,0
-2.596032,-1.39851,0,0
-2.007603,-0.807846,0,0
-15.800287,-8.18827,0,1
16.965264,20.707014,0,1
1.174022,1.068034,0,1
-4.04181,-1.07498,0,0
-8.708578,-3.060707,0,1
-5.997399,-4.109983,0,1
5.058628,1.893132,0,0
14.158649,13.37403,0,0
-4.407932,-0.061351,0,1
4.449206,2.773187,0,0
-3.301739,-1.112081,0,1
2.606113,3.357927,0,0
25.397806,27.05446,0,1
16.546472,16.769716,0,1
-5.682928,1.637931,0,0
2.74627,1.442036,0,0
-6.397964,0.015821,0,1
-2.368008,-0.962189,0,1
14.423255,13.338523,0,0
-16.102876,-7.281368,0,0
5.716564,6.280243,0,0
-3.758741,-2.440286,0,1
1.357258,0.035114,0,1
-11.509478,-6.159519,0,1
8.519577,9.027276,0,0
-0.326206,-0.340365,0,1
-7.411809,-5.734993,0,0
-13.841684,-6.988998,0,0
-9.448684,-2.394387,0,0
0.216402,0.912219,0,1
-19.330033,-9.155794,0,1
11.079792,11.177617,0,1
-15.349261,-8.559275,0,0
-0.307197,0.092994,0,1
14.958268,13.383037,0,0
3.419276,2.73768,0,0
17.83614,22.484964,0,1
-4.383422,-4.574519,0,1
-6.54904,-1.530596,0,1
3.903817,3.206546,0,0
24.95615,26.258929,0,1
4.426602,2.325105,0,0
-4.823588,-2.020264,0,1
-4.851301,-2.137524,0,1
-14.444611,-7.07664,0,0
15.191766,14.138384,0,0
7.808189,8.761579,0,1
4.54336,3.274962,0,0
-2.356282,-0.923599,0,1
0.08363,-0.089549,0,1
14.288276,13.062434,0,1
-1.595912,4.885076,0,0
2.446141,0.351225,0,0
-0.243855,-0.49767,0,1
-11.541954,0.269594,0,0
11.574897,12.272966,0,0
-13.876671,-6.806613,0,0
6.245256,4.269159,0,0
-6.698741,-5.02416,0,0
-0.055426,1.903524,0,0
7.48142,9.821248,0,0
-1.835108,4.08816,0,0
5.332136,4.778209,0,0
10.175106,12.272966,0,1
-4.427988,4.597209,0,0
-6.094342,-0.430882,0,0
10.396115,13.3697,0,1
19.244297,21.465306,0,1
-3.383059,-2.97168,0,0
16.044229,17.479164,0,1
17.899533,15.2514,0,1
-0.556162,4.796049,0,0
-12.339823,-6.353855,0,1
10.259457,7.857795,0,1
-6.066854,-2.882652,0,0
-5.156333,-3.804276,0,1
11.283324,12.453965,0,0
-15.940756,-7.168612,0,0
18.799506,19.475179,0,1
-5.927736,-4.369618,0,0
17.003958,15.325705,0,1
2.524779,2.382956,0,0
6.454834,3.338701,0,0
-4.447733,2.422966,0,0
1.982505,2.299817,0,0
13.190727,11.976092,0,0
-7.781238,-3.931929,0,1
7.928064,6.973237,0,1
-1.209543,-0.193435,0,0
-12.198487,-6.037756,0,1
1.74608,0.916671,0,0
5.336968,3.018099,0,0
0.198822,1.712132,0,0
3.484678,4.86585,0,0
3.97445,3.626568,0,0
-4.270162,-4.172337,0,0
17.37893,18.227063,0,1
0.208418,-1.456395,0,1
11.491984,9.703988,0,1
-1.707906,-0.494708,0,1
3.848045,3.184375,0,0
-7.306656,-5.087899,0,0
18.377405,22.824792,0,1
-0.261886,-2.199878,0,0
10.317723,11.038187,0,0
10.810353,10.563258,0,1
-5.741714,-5.386332,0,1
-3.367626,-1.207066,0,1
-12.644837,-8.143756,0,1
-7.368404,-0.620854,0,1
8.360668,8.398022,0,1
4.366621,3.832855,0,0
7.016105,6.798126,0,0
4.703323,4.588376,0,0
4.473939,2.887502,0,0
17.926899,15.782793,0,1
7.753231,8.341557,0,0
3.65416,2.522386,0,0
8.559657,9.66086,0,0
2.583891,1.738806,0,1
-6.25764,-5.111628,0,1
-7.309947,-2.376547,0,1
-5.545836,-0.413077,0,0
-4.589761,-2.189485,0,0
5.931131,5.612364,0,0
5.255666,4.361304,0,1
-7.887759,-1.021564,0,1
18.754715,17.627427,0,1
1.80542,1.222378,0,0
18.137863,14.985877,0,1
-4.724515,-2.127132,0,0
-0.383822,1.861955,0,1
5.151015,4.249933,0,0
-6.27768,-5.252617,0,0
-4.113621,3.847751,0,0
2.503957,0.774192,0,0
-5.380928,-4.53728,0,0
1.939117,1.214964,0,1
1.466579,0.84098,0,0
2.496336,0.564926,0,0
-4.144278,3.34459,0,0
4.795044,3.11007,0,1
10.318571,10.028921,0,1
4.400985,4.689181,0,1
-0.064484,1.182315,0,1
-3.604625,-3.491122,0,0
-0.390179,1.338148,0,1
-15.271146,-5.114746,0,0
15.094892,15.586898,0,1
-11.399787,0.720758,0,0
0.318628,-0.551104,0,1
5.738111,3.950115,0,0
8.870508,7.304231,0,0
-7.7608,-3.954099,0,1
15.961021,17.897627,0,1
4.139368,4.02442,0,0
8.730004,7.320513,0,0
2.29088,1.192708,0,0
-5.589328,3.54343,0,0
6.205938,7.91859,0,0
6.271583,6.461242,0,0
4.241446,3.199271,0,1
-5.636596,-4.862386,0,0
-5.327113,-1.251597,0,1
-14.911572,-7.008397,0,0
13.922155,12.378274,0,0
-13.227845,-7.640596,0,0
-8.448424,-6.290116,0,0
9.659353,10.408933,0,0
-9.440023,-2.455182,0,0
4.322762,4.429547,0,0
-12.912127,0.189452,0,1
-0.50349,-1.628543,0,1
-5.319717,-4.072917,0,0
4.252531,3.69637,0,0
-15.862814,-8.342596,0,1
1.838866,3.0879,0,0
-12.276049,-0.540712,0,1
4.364474,3.458905,0,1
18.233992,21.008217,0,1
4.748937,3.446954,0,1
-0.048951,0.104867,0,1
19.552966,20.555633,0,1
4.396118,1.320342,0,1
14.803959,13.945434,0,0
10.121689,10.36286,0,1
-8.477904,0.990872,0,1
2.724862,1.778989,0,0
-0.536399,-1.374763,0,0
-6.661987,-4.797088,0,0
5.270457,7.433269,0,0
-3.904735,0.323027,0,1
-1.71208,0.806841,0,0
-7.34968,-1.247146,0,1
-5.556246,-3.603878,0,0
-9.885091,-0.850887,0,1
-14.80176,-7.628645,0,1
3.097323,1.658716,0,0
-6.790852,-4.25842,0,0
-6.915732,-3.09327,0,1
-9.924305,-7.024678,0,1
-0.982922,-2.477525,0,0
10.649168,14.227412,0,0
5.258316,3.920497,0,1
7.529571,8.041739,0,0
0.106816,0.392777,0,0
-5.932447,3.773619,0,0
14.608619,15.992025,0,1
-6.689353,-4.47943,0,1
-13.348503,0.136032,0,0
4.328984,2.780634,0,1
6.205938,7.91859,0,0
-3.706779,-0.818238,0,1
-9.839434,-6.874856,0,1
-13.661551,-8.640855,0,1
2.263686,3.080452,0,0
-1.863723,0.079638,0,1
0.242955,1.207551,0,0
17.218144,20.50523,0,1
-3.289667,-1.25901,0,1
-7.090791,-1.201125,0,1
-12.422788,-6.595823,0,0
-12.930972,-5.791458,0,0
-13.144187,-5.715768,0,0
-3.855964,-0.098453,0,0
-13.107987,-5.887934,0,0
14.674108,12.366496,0,1
23.382339,28.954001,0,1
-11.680951,-6.3109,0,1
-6.501253,-2.895989,0,0
-6.168976,-5.092403,0,1
2.538563,1.832337,0,0
-9.900402,-2.404779,0,0
0.726937,-0.050962,0,0
-1.759504,-0.846436,0,1
9.095259,7.905253,0,1
-2.948816,5.518833,0,0
5.418894,3.644408,0,0
5.316357,3.349093,0,1
11.044335,11.735683,0,0
8.881333,9.698099,0,1
-9.790071,-7.024678,0,1
-0.485373,1.155607,0,1
15.826233,16.006921,0,1
24.867053,30.617809,0,1
-1.882843,-2.913829,0,1
3.66398,2.393348,0,1
-4.416383,-2.468519,0,1
8.26164,7.237374,0,0
-12.521988,0.122676,0,1
8.461692,9.448684,0,0
0.812003,-0.165238,0,1
-11.232159,0.91073,0,1
3.984046,3.5197,0,0
-0.807828,-0.568909,0,1
-15.106601,-7.593138,0,0
-14.13492,-6.677402,0,0
-1.653416,-0.614913,0,1
8.575903,7.011861,0,1
10.097856,7.42738,0,0
-5.312356,-0.726232,0,0
-0.730475,-0.276539,0,0
8.981809,9.249844,0,0
-14.627515,-7.064689,0,0
7.812762,5.92396,0,0
14.071129,13.049098,0,1
-11.969112,1.174902,0,1
-0.77065,-0.668346,0,1
11.811184,11.219186,0,1
-5.165149,-1.358447,0,0
-18.211995,-6.416209,0,0
10.465224,7.902309,0,1
2.115319,2.914175,0,0
1.090499,0.317087,0,1
18.78513,23.335401,0,1
-4.804224,-1.667134,0,0
4.928748,4.959381,0,0
4.651803,3.484193,0,0
7.368144,5.486098,0,0
2.006217,1.474685,0,0
-9.015151,-3.557806,0,0
3.769098,2.429028,0,1
6.403375,6.136136,0,0
4.647491,3.809126,0,0
-7.044597,-3.636441,0,0
-3.097374,-1.830431,0,0
-10.687793,-5.499088,0,0
12.785306,15.785738,0,1
16.55728,18.059401,0,1
-4.490688,-0.316619,0,0
-5.535496,-4.058022,0,0
-0.063653,-0.79004,0,1
-3.33153,-4.071359,0,1
-19.63626,-9.034204,0,1
-12.456909,-6.502292,0,0
-0.223928,-0.338876,0,1
1.119199,1.848618,0,0
-0.35559,-2.376547,0,0
-5.58266,-5.377325,0,1
-1.979301,-1.167004,0,0
-4.808312,-3.317397,0,0
11.870073,11.244474,0,1
5.522644,2.793971,0,1
3.645239,5.351171,0,0
-15.231828,-7.866109,0,1
-7.467564,-2.453623,0,1
-13.438636,-5.78401,0,0
-14.819427,-8.042778,0,1
-3.343568,-3.67801,0,0
5.130948,4.980166,0,0
2.149458,0.999774,0,0
3.97613,2.743568,0,1
-9.585169,1.87685,0,1
2.362933,1.618636,0,1
15.381997,13.786605,0,1
8.163155,7.606994,0,1
-18.211995,-6.416209,0,0
11.03299,13.715418,0,0
0.364908,-0.426431,0,1
3.797244,1.339637,0,1
-5.312148,-5.534595,0,1
-4.513984,-0.913224,0,0
-4.742528,-2.351259,0,1
23.820046,24.887665,0,1
6.736465,4.63722,0,0
-14.20247,-7.600585,0,1
-0.842192,-0.32107,0,0
5.80523,5.815707,0,0
-12.545071,-8.211999,0,1
-15.271146,-5.114746,0,0
2.49571,-0.089549,0,0
-10.913999,-5.864204,0,1
11.214856,8.9767,0,0
1.177795,2.15138,0,0
-3.105238,0.450662,0,0
-3.133886,-1.098726,0,1
10.308335,9.270629,0,1
-0.193617,0.076669,0,1
-8.256859,-3.155623,0,1
14.414525,13.056545,0,0
2.239597,0.167198,0,1
-6.733694,-2.122801,0,1
-8.234377,0.481822,0,1
-0.876818,-0.886498,0,1
-5.39979,-4.878668,0,0
-2.640356,-1.720567,0,1
-8.256686,-5.285353,0,0
-0.666886,-0.053931,0,1
11.978309,13.455783,0,0
-3.178573,-1.741404,0,1
4.892351,2.83554,0,0
0.943171,0.360128,0,0
4.351293,5.129988,0,1
-10.397657,1.171923,0,1
2.032804,1.519199,0,1
-5.03857,-3.753701,0,0
16.307258,17.177787,0,1
24.20593,27.116814,0,1
2.685995,3.249674,0,0
-5.94452,-4.80748,0,1
1.289663,1.44796,0,1
2.638381,2.006061,0,1
-9.451455,-6.981724,0,1
-5.919388,-5.00632,0,0
-13.418198,-8.392999,0,1
-13.018267,-5.90127,0,0
0.541699,1.31144,0,0
0.242896,0.358638,0,0
15.959289,17.698788,0,1
-7.120634,-3.781933,0,1
-2.293859,0.211726,0,0
12.873208,12.137866,0,0
14.007216,15.708662,0,1
-4.006147,-3.379751,0,0
4.859442,2.9528,0,1
7.509809,6.884209,0,0
17.485902,15.856925,0,1
-17.027099,-6.429546,0,0
4.856844,1.910972,0,0
17.864199,19.724595,0,1
11.018649,11.895898,0,0
-8.706673,-6.288557,0,1
-3.352367,-0.770745,0,1
-11.78089,-2.30536,0,0
1.676106,-0.468,0,0
9.933485,8.049187,0,0
-5.632976,-3.606823,0,0
-12.227898,-0.344817,0,1
7.659908,8.83727,0,0
11.553125,15.214334,0,1
-7.0897,-0.89987,0,1
-19.991504,-8.921447,0,1
-6.935305,-4.185674,0,0
3.84782,3.466353,0,0
19.582681,19.727539,0,1
-10.532999,-1.126924,0,1
-5.604137,-5.401054,0,1
-7.016538,-4.434916,0,0
1.737212,1.145215,0,0
9.17883,6.918331,0,0
-11.569355,1.480609,0,1
4.40005,3.864032,0,0
-5.729087,0.879553,0,0
17.269759,22.162803,0,1
8.602577,6.044164,0,0
11.110413,14.240749,0,0
-14.597378,-8.105132,0,0
-1.265956,4.408762,0,0
-5.764265,-2.654021,0,0
11.130332,11.351341,0,1
-14.300851,-7.367451,0,0
-11.259376,-0.14446,0,1
-12.352155,-0.298813,0,1
-14.643277,-7.539617,0,0
18.828726,19.817952,0,1
-13.872688,-6.818391,0,0
18.528042,20.166787,0,1
-3.073628,0.775682,0,0
-6.385205,-4.289597,0,0
-1.420472,-2.467133,0,0
1.177795,2.15138,0,0
-0.476989,1.12592,0,0
-14.984838,-7.489214,0,0
-3.952583,-0.040573,0,0
13.423169,12.790849,0,0
0.663254,1.833895,0,0
-4.245447,-3.314452,0,0
-8.778033,-4.151553,0,1
3.431002,1.896076,0,1
10.955308,9.570447,0,1
-3.641637,-2.674806,0,0
14.819254,13.049098,0,0
-8.679826,-6.297564,0,0
-7.562671,-0.82863,0,1
24.785474,29.638161,0,1
-1.524014,-2.012989,0,0
13.405294,14.00034,0,0
4.520479,2.958689,0,1
11.481765,15.53944,0,1
7.190955,3.458905,0,0
-0.476695,-0.269126,0,1
-3.714955,-0.810825,0,1
-3.429443,-3.206199,0,0
-7.068153,-1.619641,0,1
-5.967954,-1.695331,0,0
-6.961788,-5.831469,0,1
-11.895898,-5.959121,0,1
5.475047,4.114833,0,0
-13.049617,-6.617993,0,0
12.244214,15.629853,0,1
10.750562,10.434047,0,0
8.282487,8.339998,0,1
-6.577117,-4.172337,0,0
-10.505754,-7.057414,0,1
3.464517,1.786264,0,0
-0.957304,-3.253657,0,1
7.553837,7.259718,0,0
-12.560659,-6.760541,0,0
24.972414,25.786946,0,1
5.822999,5.820037,0,1
-8.401832,-6.31523,0,0
-4.760022,-5.123579,0,1
13.808619,14.58508,0,0
3.517189,3.332812,0,0
-7.748537,1.489529,0,0
4.957025,4.120895,0,0
-3.946736,-3.936259,0,1
-15.226805,-7.941799,0,0
-5.800707,-4.135098,0,0
2.639022,1.397505,0,0
-6.559247,-0.107358,0,1
-7.152019,-0.852377,0,1
-5.058229,-3.724082,0,1
-8.020261,-2.300856,0,0
2.010824,1.575595,0,0
-7.06798,-2.855805,0,1
4.528031,2.9528,0,0
19.758924,21.413344,0,1
12.266211,10.166965,0,1
-15.596425,-7.928463,0,0
6.121414,4.160906,0,1
1.643145,0.65695,0,0
-2.654541,3.30458,0,0
-9.216762,-2.220662,0,0
0.374764,1.507335,0,1
-1.825235,0.268121,0,1
-6.357839,-4.241966,0,0
6.205938,7.91859,0,0
-1.490863,0.279986,0,1
-5.208537,-3.934873,0,0
6.048392,5.958082,0,1
-3.480106,-1.377742,0,1
-5.867322,-2.412227,0,1
4.754168,3.586558,0,0
-0.588395,-1.417805,0,0
2.509371,2.466094,0,1
15.873622,16.916594,0,1
-15.301976,-8.361822,0,1
4.852444,4.475446,0,0
-9.785914,-5.128083,0,1
16.882646,22.620064,0,1
0.080592,-0.325522,0,1
-8.255474,-4.386072,0,1
-15.800287,-8.289076,0,0
8.556781,7.436214,0,0
4.948209,5.800811,0,0
18.638079,21.943178,0,1
4.738094,4.387978,0,0
6.486167,6.897546,0,0
3.85002,5.437254,0,0
-2.986402,2.139602,0,0
1.835472,0.94783,0,0
-1.349822,-2.042608,0,1
8.156037,6.428507,0,1
0.625617,1.137784,0,1
-5.425476,2.997314,0,0
-13.204289,-6.732308,0,0
0.248949,0.346774,0,0
-4.923181,5.103314,0,0
-2.854402,-2.012989,0,1
-8.227068,-6.122453,0,0
-4.936864,-2.207326,0,0
-1.114713,-1.175907,0,1
4.39087,3.662248,0,1
2.882548,2.11137,0,1
-6.669625,-0.374487,0,1
-6.082962,-4.011949,0,1
0.079865,-0.698034,0,0
8.890825,7.528359,0,0
15.734989,17.734295,0,1
17.899533,22.611057,0,1
5.971245,2.951415,0,1
-0.294431,-1.018584,0,0
-19.647692,-9.112839,0,1
11.776629,13.46912,0,1
-4.541801,0.711856,0,0
-3.365411,-3.410928,0,0
-7.602317,-5.831469,0,0
-3.59765,-3.540139,0,0
-18.211995,-6.416209,0,0
-11.78089,-2.30536,0,0
-1.315423,1.263947,0,0
3.042261,0.658439,0,0
-2.9885,0.027694,0,0
6.576961,5.729624,0,0
4.163798,2.819259,0,0
-4.30761,3.190264,0,0
-12.791542,-5.73049,0,0
10.190694,8.221352,0,0
19.595332,17.894683,0,1
2.41247,1.45539,0,0
13.616414,14.659385,0,0
14.049703,12.263959,0,0
9.081541,9.797519,0,0
-12.401828,-0.099938,0,0
2.648895,2.36373,0,1
5.394507,4.356801,0,1
3.663669,4.897027,0,0
-11.054641,-5.684591,0,1
-10.976681,-0.726232,0,1
3.23431,3.562829,0,0
5.71459,4.871739,0,1
-9.225942,-2.075343,0,0
0.552257,-0.055415,0,1
-2.794318,-0.577812,0,1
5.779639,5.830429,0,0
-7.6619,-5.111628,0,0
8.095883,7.721136,0,0
0.616766,-0.349268,0,1
0.201541,0.40911,0,0
-14.369093,-6.112061,0,0
-9.91845,1.554827,0,1
-4.188099,2.089026,0,0
-1.889702,-2.257728,0,0
-1.9104,-2.296353,0,0
17.832814,17.010125,0,1
-7.352469,-0.665367,0,1
-4.392602,-0.733645,0,1
-13.521774,-6.839176,0,0
-4.013647,-3.364855,0,0
6.469037,4.55564,0,0
23.524714,25.929493,0,1
11.083393,14.75586,0,0
-7.451802,-5.185933,0,0
-6.304319,-4.096647,0,1
-2.99572,0.838001,0,0
5.311646,5.460983,0,0
-12.900834,-5.96068,0,0
16.478766,16.964052,0,1
0.358794,1.063583,0,0
3.929746,4.585258,0,1
-1.157495,1.433133,0,1
2.532483,1.360405,0,0
-19.555027,-6.558757,0,0
3.590749,1.542946,0,0
-4.02468,-0.827141,0,0
-3.480712,-2.511647,0,1
0.541785,1.311509,0,0
0.89956,0.780133,0,1
10.092019,10.451887,0,1
-8.10773,-3.998612,0,1
-2.702657,-0.801905,0,1
4.685925,3.130855,0,0
10.949852,8.270369,0,1
11.483583,9.97107,0,1
6.625718,8.259977,0,1
6.988652,4.91175,0,0
13.842845,15.349434,0,1
-5.960299,-4.921796,0,1
-14.083478,-5.692039,0,0
1.916358,-0.196397,0,1
5.208242,6.623016,0,0
7.630654,8.357838,0,1
4.43104,4.542303,0,1
5.871843,6.388496,0,0
9.388062,7.382867,0,0
7.346338,5.885335,0,0
4.048115,2.932016,0,0
-12.008135,-7.863164,0,1
13.022857,13.810507,0,1
-11.41179,-5.898326,0,1
9.416814,7.563866,0,0
0.888386,0.406131,0,0
2.915388,1.250575,0,0
0.390855,1.19418,0,1
-2.46767,-3.09327,0,1
-10.685541,-5.499088,0,0
-5.285007,-2.425564,0,0
-12.29427,-6.514243,0,0
-3.033514,1.893132,0,0
6.205938,7.91859,0,0
-2.348661,-0.327011,0,1
-19.555027,-6.558757,0,0
11.05542,10.41638,0,1
5.548729,5.984755,0,0
-7.541003,0.377933,0,1
5.541038,7.258159,0,0
7.52874,7.951326,0,0
4.36288,3.972459,0,0
25.913905,30.448587,0,1
-13.480725,-7.073695,0,0
10.270611,10.796219,0,0
4.950201,5.950634,0,0
12.173199,14.044854,0,1
-14.335526,-0.700996,0,0
19.08235,21.572173,0,1
-5.121432,0.266632,0,0
-3.210703,3.653242,0,0
-3.662214,-2.233999,0,1
-4.898413,4.22759,0,0
3.645274,5.351171,0,0
-1.818827,-0.668346,0,1
1.166134,0.159778,0,0
2.185536,2.93063,0,1
-0.417251,-2.171645,0,0
3.531045,4.479949,0,0
1.940347,1.256516,0,0
10.318173,8.886287,0,0
16.430722,16.288899,0,1
