@relation Bank_Note_Authentication-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.unsupervised.attribute.RandomProjection-N3-R100-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute class {0,1}

@data
18.780627,18.780627,0,0
0.795652,0.795652,0,0
1.225738,1.225738,0,0
11.272013,11.272013,0,0
-18.823755,-18.823755,0,1
16.336357,16.336357,0,0
-1.483831,-1.483831,0,1
-0.042955,-0.042955,0,0
15.902651,15.902651,0,0
-3.598509,-3.598509,0,1
-0.121876,-0.121876,0,0
13.483323,13.483323,0,0
3.354636,3.354636,0,1
13.468947,13.468947,0,0
1.426448,1.426448,0,0
0.802823,0.802823,0,0
4.670129,4.670129,0,1
-4.490861,-4.490861,0,0
16.938418,16.938418,0,0
17.841682,17.841682,0,0
16.963532,16.963532,0,0
-0.268832,-0.268832,0,0
-16.225159,-16.225159,0,1
-0.87453,-0.87453,0,1
17.300416,17.300416,0,0
1.910279,1.910279,0,1
4.250799,4.250799,0,0
16.081745,16.081745,0,1
1.22941,1.22941,0,0
5.247075,5.247075,0,0
0.358396,0.358396,0,1
16.569318,16.569318,0,0
17.784351,17.784351,0,0
15.902651,15.902651,0,0
6.368924,6.368924,0,1
0.318974,0.318974,0,1
4.050054,4.050054,0,1
-6.533815,-6.533815,0,0
-9.899363,-9.899363,0,1
11.806005,11.806005,0,0
0.401403,0.401403,0,0
15.859696,15.859696,0,0
-10.931492,-10.931492,0,1
-7.727371,-7.727371,0,0
11.766514,11.766514,0,1
1.505308,1.505308,0,1
1.480211,1.480211,0,0
6.584045,6.584045,0,1
16.630113,16.630113,0,1
11.42963,11.42963,0,0
5.272189,5.272189,0,1
14.182205,14.182205,0,0
6.40114,6.40114,0,1
-0.422932,-0.422932,0,1
2.498137,2.498137,0,0
16.91694,16.91694,0,0
11.770151,11.770151,0,0
6.386764,6.386764,0,1
6.074995,6.074995,0,1
21.440018,21.440018,0,0
-23.01705,-23.01705,0,1
5.121674,5.121674,0,1
18.522551,18.522551,0,0
14.533465,14.533465,0,0
0.175613,0.175613,0,1
1.835108,1.835108,0,1
4.863599,4.863599,0,1
-7.956695,-7.956695,0,0
-8.981723,-8.981723,0,0
19.751961,19.751961,0,0
-8.376025,-8.376025,0,1
0.709639,0.709639,0,0
12.354372,12.354372,0,0
19.676617,19.676617,0,0
18.253737,18.253737,0,0
19.307517,19.307517,0,0
2.716722,2.716722,0,1
7.451283,7.451283,0,0
8.462107,8.462107,0,1
-6.856323,-6.856323,0,0
11.089109,11.089109,0,0
-0.437274,-0.437274,0,0
-22.178391,-22.178391,0,1
16.053166,16.053166,0,0
10.031865,10.031865,0,0
-0.043026,-0.043026,0,0
14.214595,14.214595,0,0
5.218496,5.218496,0,0
12.48341,12.48341,0,0
-13.261101,-13.261101,0,1
3.211395,3.211395,0,0
2.07517,2.07517,0,0
2.759677,2.759677,0,1
21.128249,21.128249,0,0
15.813104,15.813104,0,0
12.426079,12.426079,0,0
0.992777,0.992777,0,1
5.128776,5.128776,0,1
21.719571,21.719571,0,0
20.647951,20.647951,0,0
17.612185,17.612185,0,0
-0.903213,-0.903213,0,1
15.924129,15.924129,0,0
0.505343,0.505343,0,1
17.709007,17.709007,0,0
3.07872,3.07872,0,1
-3.680954,-3.680954,0,1
13.870436,13.870436,0,0
5.816919,5.816919,0,1
4.838484,4.838484,0,1
-10.669953,-10.669953,0,1
11.952883,11.952883,0,0
-5.652201,-5.652201,0,0
4.204207,4.204207,0,1
8.483585,8.483585,0,1
-1.118247,-1.118247,0,1
2.770415,2.770415,0,0
0.580601,0.580601,0,0
-14.38295,-14.38295,0,1
-11.84896,-11.84896,0,1
-10.996098,-10.996098,0,1
9.519351,9.519351,0,0
-11.920666,-11.920666,0,1
11.458382,11.458382,0,0
-11.383038,-11.383038,0,1
3.207758,3.207758,0,1
8.279203,8.279203,0,1
5.734474,5.734474,0,1
6.655578,6.655578,0,1
11.58742,11.58742,0,0
11.157352,11.157352,0,0
10.42608,10.42608,0,0
6.745299,6.745299,0,1
-21.196318,-21.196318,0,1
-0.168468,-0.168468,0,1
15.777251,15.777251,0,0
5.666404,5.666404,0,1
3.351172,3.351172,0,1
0.853,0.853,0,0
-0.971299,-0.971299,0,0
3.297305,3.297305,0,1
3.003376,3.003376,0,0
2.211309,2.211309,0,1
6.232785,6.232785,0,0
-22.17129,-22.17129,0,1
-16.454656,-16.454656,0,1
15.253825,15.253825,0,0
1.290257,1.290257,0,0
15.03524,15.03524,0,1
2.046418,2.046418,0,1
2.243699,2.243699,0,0
19.246549,19.246549,0,0
-7.031953,-7.031953,0,0
2.641377,2.641377,0,1
-0.408608,-0.408608,0,1
5.659303,5.659303,0,1
-1.720377,-1.720377,0,0
0.240114,0.240114,0,1
15.730659,15.730659,0,0
16.232434,16.232434,0,0
19.347008,19.347008,0,0
4.060793,4.060793,0,1
8.440457,8.440457,0,1
-7.892263,-7.892263,0,1
16.397152,16.397152,0,0
0.068082,0.068082,0,1
-0.799272,-0.799272,0,0
1.580566,1.580566,0,0
-22.468683,-22.468683,0,1
2.053693,2.053693,0,1
5.738111,5.738111,0,1
4.541091,4.541091,0,0
-21.766163,-21.766163,0,1
0.999948,0.999948,0,0
5.193381,5.193381,0,1
4.842121,4.842121,0,1
19.239447,19.239447,0,0
1.401368,1.401368,0,0
-11.702082,-11.702082,0,1
4.157615,4.157615,0,0
2.046418,2.046418,0,1
-3.83147,-3.83147,0,1
-11.920666,-11.920666,0,1
21.063643,21.063643,0,0
0.369152,0.369152,0,0
0.215034,0.215034,0,1
19.934692,19.934692,0,0
-2.369099,-2.369099,0,0
17.368486,17.368486,0,0
-3.795616,-3.795616,0,0
15.12496,15.12496,0,0
10.734385,10.734385,0,0
-0.093203,-0.093203,0,0
18.752048,18.752048,0,0
-7.060705,-7.060705,0,0
-14.056805,-14.056805,0,1
20.185667,20.185667,0,0
14.028226,14.028226,0,0
-16.078281,-16.078281,0,1
-14.519262,-14.519262,0,1
9.849134,9.849134,0,0
-10.347272,-10.347272,0,1
-12.053342,-12.053342,0,1
18.759149,18.759149,0,0
5.85641,5.85641,0,1
-8.834845,-8.834845,0,1
13.658953,13.658953,0,0
2.8636,2.8636,0,1
-0.989226,-0.989226,0,0
18.458119,18.458119,0,0
-10.049878,-10.049878,0,1
9.361561,9.361561,0,0
-14.615911,-14.615911,0,1
8.150165,8.150165,0,0
2.222048,2.222048,0,0
15.056718,15.056718,0,0
4.738198,4.738198,0,0
3.139688,3.139688,0,0
5.695156,5.695156,0,1
-3.225771,-3.225771,0,1
10.472672,10.472672,0,0
5.892264,5.892264,0,1
10.608984,10.608984,0,0
1.924655,1.924655,0,0
13.239623,13.239623,0,0
-4.358359,-4.358359,0,0
4.5016,4.5016,0,0
9.662765,9.662765,0,0
-11.325707,-11.325707,0,1
0.447995,0.447995,0,1
-11.114224,-11.114224,0,1
1.731098,1.731098,0,1
3.67368,3.67368,0,0
14.891826,14.891826,0,0
-22.396976,-22.396976,0,1
5.68078,5.68078,0,0
-8.576769,-8.576769,0,0
-10.967346,-10.967346,0,1
3.318783,3.318783,0,1
6.351084,6.351084,0,1
7.157354,7.157354,0,1
6.978259,6.978259,0,1
-11.408153,-11.408153,0,1
-5.049967,-5.049967,0,0
2.0071,2.0071,0,0
-5.734647,-5.734647,0,0
0.813579,0.813579,0,0
-14.719834,-14.719834,0,1
-0.000016,-0.000016,0,0
0.695297,0.695297,0,0
-6.480122,-6.480122,0,0
-1.885337,-1.885337,0,1
4.290117,4.290117,0,1
6.1396,6.1396,0,1
13.468947,13.468947,0,0
15.153539,15.153539,0,0
3.97471,3.97471,0,0
-2.928205,-2.928205,0,1
7.272189,7.272189,0,1
-14.024589,-14.024589,0,1
6.791891,6.791891,0,0
-11.476222,-11.476222,0,1
15.73776,15.73776,0,0
5.404865,5.404865,0,1
-5.383387,-5.383387,0,0
14.845234,14.845234,0,0
15.110584,15.110584,0,0
-0.620057,-0.620057,0,0
13.666227,13.666227,0,0
-0.422932,-0.422932,0,1
4.322333,4.322333,0,0
-0.053777,-0.053777,0,0
18.845232,18.845232,0,0
0.311804,0.311804,0,1
-12.325793,-12.325793,0,1
-1.655875,-1.655875,0,1
4.806268,4.806268,0,1
10.444093,10.444093,0,0
5.788341,5.788341,0,1
17.784351,17.784351,0,0
-15.773613,-15.773613,0,1
20.576244,20.576244,0,0
-0.157717,-0.157717,0,1
-4.257901,-4.257901,0,0
2.153978,2.153978,0,0
5.73101,5.73101,0,1
-8.913653,-8.913653,0,1
10.114311,10.114311,0,0
1.688091,1.688091,0,0
1.702433,1.702433,0,0
20.579881,20.579881,0,0
-7.716633,-7.716633,0,0
-7.73811,-7.73811,0,0
-6.931667,-6.931667,0,1
15.010126,15.010126,0,0
4.766777,4.766777,0,1
17.572868,17.572868,0,0
3.329694,3.329694,0,0
17.006487,17.006487,0,0
16.21442,16.21442,0,0
1.143309,1.143309,0,0
18.268113,18.268113,0,0
-3.533903,-3.533903,0,0
12.533639,12.533639,0,1
-1.77414,-1.77414,0,1
13.623099,13.623099,0,0
7.336621,7.336621,0,0
6.745299,6.745299,0,1
10.641201,10.641201,0,0
12.7666,12.7666,0,1
-2.369099,-2.369099,0,1
-14.171467,-14.171467,0,1
-7.533728,-7.533728,0,1
-0.268832,-0.268832,0,1
-13.121324,-13.121324,0,1
0.437239,0.437239,0,1
-1.81363,-1.81363,0,0
-7.648563,-7.648563,0,1
10.512163,10.512163,0,1
5.110936,5.110936,0,0
11.981635,11.981635,0,0
13.32917,13.32917,0,0
-8.906552,-8.906552,0,0
3.283102,3.283102,0,1
12.691256,12.691256,0,0
5.813455,5.813455,0,1
15.472583,15.472583,0,0
8.189656,8.189656,0,1
6.297217,6.297217,0,1
3.967609,3.967609,0,0
14.146352,14.146352,0,0
5.039229,5.039229,0,1
5.781066,5.781066,0,1
6.748763,6.748763,0,0
-8.329432,-8.329432,0,0
-2.168354,-2.168354,0,1
-6.57677,-6.57677,0,0
5.480036,5.480036,0,0
17.673154,17.673154,0,0
-16.160727,-16.160727,0,1
3.809819,3.809819,0,1
20.719658,20.719658,0,0
-3.842208,-3.842208,0,1
-7.716633,-7.716633,0,0
3.713171,3.713171,0,1
5.928117,5.928117,0,1
7.89209,7.89209,0,1
9.573045,9.573045,0,0
2.720359,2.720359,0,1
11.841858,11.841858,0,0
-13.619635,-13.619635,0,1
2.541092,2.541092,0,1
5.583959,5.583959,0,1
17.311155,17.311155,0,0
18.759149,18.759149,0,0
18.734035,18.734035,0,0
13.73066,13.73066,0,0
18.626474,18.626474,0,0
-11.798903,-11.798903,0,1
-22.085207,-22.085207,0,1
4.928031,4.928031,0,1
14.644663,14.644663,0,0
4.315231,4.315231,0,1
5.035591,5.035591,0,0
18.658864,18.658864,0,0
11.84896,11.84896,0,0
1.128968,1.128968,0,1
-10.114311,-10.114311,0,1
19.110409,19.110409,0,0
1.412124,1.412124,0,0
-0.182801,-0.182801,0,1
3.071619,3.071619,0,0
-11.945781,-11.945781,0,1
6.246988,6.246988,0,1
5.978173,5.978173,0,1
-15.741397,-15.741397,0,1
-23.379049,-23.379049,0,1
0.204278,0.204278,0,1
-2.046591,-2.046591,0,1
2.455009,2.455009,0,1
-0.146965,-0.146965,0,0
12.572957,12.572957,0,1
1.444374,1.444374,0,0
-3.817094,-3.817094,0,1
11.544292,11.544292,0,1
5.820557,5.820557,0,0
0.680956,0.680956,0,1
18.124699,18.124699,0,0
17.773439,17.773439,0,0
1.892439,1.892439,0,1
-9.630549,-9.630549,0,1
-7.053604,-7.053604,0,0
13.038878,13.038878,0,0
5.55538,5.55538,0,0
-1.723962,-1.723962,0,0
17.124786,17.124786,0,0
-5.816919,-5.816919,0,0
-11.824018,-11.824018,0,1
12.103398,12.103398,0,1
1.04654,1.04654,0,1
-8.447731,-8.447731,0,1
16.096121,16.096121,0,0
15.970721,15.970721,0,0
-8.881437,-8.881437,0,1
10.447557,10.447557,0,0
-0.537629,-0.537629,0,1
-23.013586,-23.013586,0,1
14.981547,14.981547,0,0
-6.817006,-6.817006,0,0
-4.860135,-4.860135,0,0
-5.698794,-5.698794,0,0
5.186107,5.186107,0,0
12.214596,12.214596,0,0
-1.820732,-1.820732,0,1
-7.705894,-7.705894,0,0
0.634364,0.634364,0,0
14.522726,14.522726,0,0
11.899189,11.899189,0,0
16.895463,16.895463,0,0
-18.103222,-18.103222,0,1
-8.98536,-8.98536,0,1
10.99246,10.99246,0,0
13.171554,13.171554,0,0
-0.430103,-0.430103,0,1
1.562656,1.562656,0,1
9.010475,9.010475,0,1
16.802278,16.802278,0,0
-3.483674,-3.483674,0,1
8.974621,8.974621,0,0
5.641289,5.641289,0,0
3.921017,3.921017,0,1
11.816743,11.816743,0,0
12.569493,12.569493,0,0
-12.899102,-12.899102,0,1
-6.533815,-6.533815,0,1
-5.652201,-5.652201,0,0
6.479948,6.479948,0,1
6.239886,6.239886,0,1
19.579968,19.579968,0,0
6.981724,6.981724,0,1
9.745211,9.745211,0,0
5.691519,5.691519,0,0
12.017488,12.017488,0,0
-3.619986,-3.619986,0,1
11.16809,11.16809,0,1
-0.677405,-0.677405,0,1
-12.569493,-12.569493,0,1
-9.938681,-9.938681,0,1
15.970721,15.970721,0,0
-8.153802,-8.153802,0,0
0.146932,0.146932,0,1
0.537594,0.537594,0,1
3.634189,3.634189,0,1
15.673155,15.673155,0,0
3.197019,3.197019,0,1
-21.085294,-21.085294,0,1
-5.211221,-5.211221,0,0
6.178918,6.178918,0,1
9.963795,9.963795,0,0
-6.727285,-6.727285,0,0
6.849222,6.849222,0,1
17.784351,17.784351,0,0
2.956784,2.956784,0,0
5.322419,5.322419,0,1
-0.304668,-0.304668,0,0
-0.042955,-0.042955,0,0
10.465571,10.465571,0,0
6.662853,6.662853,0,1
-10.831207,-10.831207,0,1
-0.25449,-0.25449,0,1
5.541004,5.541004,0,1
2.713084,2.713084,0,0
-1.182766,-1.182766,0,1
5.852773,5.852773,0,1
14.171467,14.171467,0,1
1.214999,1.214999,0,1
10.175279,10.175279,0,0
-0.017937,-0.017937,0,1
13.988735,13.988735,0,0
0.22579,0.22579,0,1
-10.114311,-10.114311,0,0
0.293877,0.293877,0,1
1.390612,1.390612,0,0
0.480246,0.480246,0,0
-0.046609,-0.046609,0,1
11.375936,11.375936,0,1
-1.204278,-1.204278,0,1
15.239622,15.239622,0,0
-18.228796,-18.228796,0,1
-22.407715,-22.407715,0,1
10.143063,10.143063,0,0
4.594784,4.594784,0,1
2.827919,2.827919,0,1
-2.440806,-2.440806,0,1
5.938856,5.938856,0,1
9.125136,9.125136,0,0
7.422704,7.422704,0,1
18.511813,18.511813,0,0
1.229323,1.229323,0,0
5.920842,5.920842,0,0
-18.648125,-18.648125,0,1
4.824108,4.824108,0,1
10.784614,10.784614,0,0
2.752575,2.752575,0,0
-15.658952,-15.658952,0,1
10.849047,10.849047,0,0
-5.996187,-5.996187,0,1
-6.784789,-6.784789,0,0
-15.042515,-15.042515,0,1
17.877536,17.877536,0,0
1.358361,1.358361,0,0
-10.702169,-10.702169,0,1
0.121843,0.121843,0,0
6.03204,6.03204,0,1
4.006926,4.006926,0,1
17.558492,17.558492,0,0
3.594871,3.594871,0,0
0.802823,0.802823,0,0
13.232522,13.232522,0,0
11.476222,11.476222,0,1
-1.401402,-1.401402,0,0
-17.884637,-17.884637,0,1
5.759589,5.759589,0,1
8.637737,8.637737,0,1
14.250275,14.250275,0,0
8.52654,8.52654,0,0
-12.318519,-12.318519,0,1
8.902914,8.902914,0,1
3.83147,3.83147,0,1
14.368574,14.368574,0,0
4.817007,4.817007,0,0
-6.404777,-6.404777,0,0
11.78089,11.78089,0,1
-4.476485,-4.476485,0,0
14.49051,14.49051,0,0
-22.0135,-22.0135,0,1
-5.870786,-5.870786,0,0
-7.741747,-7.741747,0,0
17.124786,17.124786,0,0
20.246635,20.246635,0,0
15.271838,15.271838,0,0
-12.548015,-12.548015,0,1
16.52619,16.52619,0,0
12.336532,12.336532,0,1
12.218233,12.218233,0,1
19.099671,19.099671,0,0
-12.540741,-12.540741,0,1
17.576332,17.576332,0,0
-12.494149,-12.494149,0,1
11.913565,11.913565,0,0
12.601709,12.601709,0,0
5.773965,5.773965,0,0
-0.042955,-0.042955,0,0
13.060356,13.060356,0,0
17.343371,17.343371,0,0
14.142888,14.142888,0,0
-1.096752,-1.096752,0,0
11.927941,11.927941,0,0
15.379399,15.379399,0,0
5.354635,5.354635,0,1
-1.720377,-1.720377,0,1
-11.064167,-11.064167,0,1
11.866973,11.866973,0,0
3.297305,3.297305,0,0
15.232348,15.232348,0,0
5.996187,5.996187,0,1
-22.626473,-22.626473,0,1
11.877712,11.877712,0,0
-10.680691,-10.680691,0,0
-3.734648,-3.734648,0,1
-18.117598,-18.117598,0,1
2.146877,2.146877,0,0
-3.318956,-3.318956,0,1
3.609247,3.609247,0,1
12.11431,12.11431,0,0
5.677143,5.677143,0,1
13.175191,13.175191,0,0
3.419241,3.419241,0,1
5.992549,5.992549,0,1
-5.376113,-5.376113,0,0
16.977908,16.977908,0,0
-18.203681,-18.203681,0,1
-7.458557,-7.458557,0,0
-11.329344,-11.329344,0,1
15.684066,15.684066,0,0
6.311593,6.311593,0,1
4.32597,4.32597,0,0
0.408573,0.408573,0,1
-7.275653,-7.275653,0,0
16.612273,16.612273,0,0
-21.637125,-21.637125,0,1
-1.340469,-1.340469,0,1
15.884638,15.884638,0,0
3.114574,3.114574,0,1
-11.845495,-11.845495,0,0
-4.56967,-4.56967,0,0
16.279026,16.279026,0,0
-4.078633,-4.078633,0,0
1.734649,1.734649,0,1
18.242998,18.242998,0,0
13.193031,13.193031,0,0
4.634275,4.634275,0,0
15.271838,15.271838,0,1
6.791891,6.791891,0,1
2.985536,2.985536,0,1
12.913478,12.913478,0,0
5.659303,5.659303,0,0
4.963884,4.963884,0,1
-4.071532,-4.071532,0,0
-14.737847,-14.737847,0,1
-10.085732,-10.085732,0,1
18.891825,18.891825,0,0
-3.250713,-3.250713,0,1
10.637563,10.637563,0,0
19.436555,19.436555,0,0
17.827306,17.827306,0,0
5.064343,5.064343,0,1
4.981898,4.981898,0,1
13.440368,13.440368,0,0
-7.716633,-7.716633,0,0
4.65939,4.65939,0,1
15.895377,15.895377,0,0
-8.949507,-8.949507,0,1
6.648477,6.648477,0,1
5.74885,5.74885,0,1
-4.842121,-4.842121,0,0
11.619636,11.619636,0,0
-0.519702,-0.519702,0,1
-16.404426,-16.404426,0,1
6.741661,6.741661,0,1
-5.659303,-5.659303,0,0
5.365374,5.365374,0,1
-22.307429,-22.307429,0,1
-0.078865,-0.078865,0,1
4.7453,4.7453,0,1
17.633663,17.633663,0,0
5.419067,5.419067,0,0
-8.325795,-8.325795,0,0
-22.192767,-22.192767,0,1
-5.254349,-5.254349,0,0
-7.992548,-7.992548,0,0
14.762962,14.762962,0,0
12.863249,12.863249,0,0
10.501424,10.501424,0,0
1.132553,1.132553,0,1
-4.85286,-4.85286,0,1
0.526838,0.526838,0,1
16.300503,16.300503,0,0
17.411614,17.411614,0,0
5.13605,5.13605,0,0
21.834232,21.834232,0,0
0.247285,0.247285,0,1
13.576507,13.576507,0,0
11.981635,11.981635,0,0
1.268762,1.268762,0,1
-2.480297,-2.480297,0,1
-2.623537,-2.623537,0,1
15.08547,15.08547,0,1
3.433618,3.433618,0,1
11.773789,11.773789,0,0
5.566118,5.566118,0,0
-10.788078,-10.788078,0,1
-22.497435,-22.497435,0,1
-0.838694,-0.838694,0,1
12.210958,12.210958,0,0
8.383126,8.383126,0,1
-16.63375,-16.63375,0,1
12.892001,12.892001,0,0
9.838395,9.838395,0,0
15.73776,15.73776,0,0
10.712907,10.712907,0,0
15.970721,15.970721,0,0
17.558492,17.558492,0,0
9.798904,9.798904,0,0
-0.767021,-0.767021,0,0
12.974446,12.974446,0,0
6.282841,6.282841,0,0
1.408538,1.408538,0,0
14.924216,14.924216,0,0
18.540565,18.540565,0,0
-7.605435,-7.605435,0,0
-14.228797,-14.228797,0,1
10.616086,10.616086,0,0
-11.795266,-11.795266,0,0
2.688143,2.688143,0,0
1.788516,1.788516,0,0
20.185667,20.185667,0,0
-2.781327,-2.781327,0,1
-3.318956,-3.318956,0,1
-6.487223,-6.487223,0,0
5.598335,5.598335,0,1
15.798728,15.798728,0,1
7.920842,7.920842,0,0
-0.172053,-0.172053,0,1
17.436555,17.436555,0,0
-0.24732,-0.24732,0,1
6.695069,6.695069,0,1
-8.451369,-8.451369,0,0
14.049703,14.049703,0,0
4.283015,4.283015,0,0
-0.057362,-0.057362,0,1
5.709532,5.709532,0,0
18.472495,18.472495,0,0
10.956607,10.956607,0,1
13.211044,13.211044,0,0
12.350735,12.350735,0,0
12.264825,12.264825,0,0
-13.565768,-13.565768,0,1
6.10011,6.10011,0,1
3.408503,3.408503,0,1
17.347008,17.347008,0,0
13.221783,13.221783,0,0
-3.727547,-3.727547,0,0
-21.604909,-21.604909,0,1
-8.290115,-8.290115,0,0
14.952795,14.952795,0,0
3.512426,3.512426,0,1
11.476222,11.476222,0,0
-4.55183,-4.55183,0,0
17.694631,17.694631,0,0
-16.192943,-16.192943,0,1
6.085734,6.085734,0,0
0.616454,0.616454,0,1
6.186193,6.186193,0,1
1.609248,1.609248,0,0
16.569318,16.569318,0,0
0.401403,0.401403,0,0
13.171554,13.171554,0,0
2.336883,2.336883,0,1
1.22941,1.22941,0,0
0.541179,0.541179,0,1
-11.16809,-11.16809,0,1
4.992636,4.992636,0,1
1.820732,1.820732,0,1
2.44427,2.44427,0,0
-9.61981,-9.61981,0,1
-11.221784,-11.221784,0,1
-11.383038,-11.383038,0,1
-4.60916,-4.60916,0,0
-15.658952,-15.658952,0,1
4.168353,4.168353,0,1
15.967084,15.967084,0,0
-0.301082,-0.301082,0,1
-7.641289,-7.641289,0,0
-11.444006,-11.444006,0,1
0.731133,0.731133,0,1
-7.519525,-7.519525,0,0
-6.838483,-6.838483,0,0
6.867062,6.867062,0,0
1.24725,1.24725,0,0
7.286391,7.286391,0,1
-15.225246,-15.225246,0,1
5.530265,5.530265,0,1
-7.092921,-7.092921,0,0
-0.770589,-0.770589,0,0
1.960508,1.960508,0,0
3.067982,3.067982,0,1
0.297462,0.297462,0,1
17.257461,17.257461,0,0
14.494148,14.494148,0,0
15.605085,15.605085,0,0
13.719921,13.719921,0,0
-7.716633,-7.716633,0,0
6.748763,6.748763,0,1
16.569318,16.569318,0,0
-12.558754,-12.558754,0,1
-8.365286,-8.365286,0,0
15.576506,15.576506,0,1
-0.602147,-0.602147,0,0
0.774157,0.774157,0,0
7.874249,7.874249,0,0
-23.690818,-23.690818,0,1
17.572868,17.572868,0,0
0.068082,0.068082,0,0
-8.45847,-8.45847,0,0
-17.114048,-17.114048,0,1
20.447206,20.447206,0,0
-14.397326,-14.397326,0,1
13.271839,13.271839,0,0
19.838044,19.838044,0,0
0.65229,0.65229,0,1
16.451019,16.451019,0,0
-5.652201,-5.652201,0,0
0.967697,0.967697,0,1
11.07837,11.07837,0,0
-0.756265,-0.756265,0,1
6.08227,6.08227,0,0
-5.781239,-5.781239,0,0
6.20767,6.20767,0,0
-5.770327,-5.770327,0,0
-16.597896,-16.597896,0,1
11.798903,11.798903,0,0
1.548315,1.548315,0,1
14.967171,14.967171,0,0
-7.978172,-7.978172,0,0
1.146895,1.146895,0,0
13.232522,13.232522,0,0
-8.340171,-8.340171,0,0
-10.067719,-10.067719,0,1
-0.541214,-0.541214,0,1
-11.483497,-11.483497,0,1
-0.566311,-0.566311,0,1
-1.935394,-1.935394,0,0
0.157684,0.157684,0,0
10.995925,10.995925,0,0
16.250274,16.250274,0,0
-0.096787,-0.096787,0,1
16.730572,16.730572,0,0
