@relation Bank_Note_Authentication-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.unsupervised.attribute.RandomProjection-N3-R4-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute class {0,1}

@data
0,-1.235195,-6.232785,0
0,8.621924,22.17129,1
0,3.681457,16.454656,1
0,7.5321,-15.253825,0
0,-8.572266,-1.290257,0
0,17.153019,-15.03524,1
0,5.083656,-2.046418,1
0,0.906607,-2.243699,0
0,2.830171,-19.246549,0
0,-4.419432,7.031953,0
0,1.381028,-2.641377,1
0,-0.438746,0.408608,1
0,5.81879,-5.659303,1
0,-3.059806,1.720377,0
0,-0.011934,-0.240114,1
0,-3.035402,-15.730659,0
0,0.71118,-16.232434,0
0,5.767262,-19.347008,0
0,5.854903,-4.060793,1
0,7.996705,-8.440457,1
0,4.351914,7.892263,1
0,-2.628907,-16.397152,0
0,1.839888,-0.068082,1
0,-1.938563,0.799272,0
0,-6.449153,-1.580566,0
0,11.109374,22.468683,1
0,-2.018757,-2.053693,1
0,8.915732,-5.738111,1
0,-5.128031,-4.541091,0
0,7.375349,21.766163,1
0,-6.9599,-0.999948,0
0,4.554774,-5.193381,1
0,4.41453,-4.842121,1
0,-0.163506,-19.239447,0
0,1.745959,-1.401368,0
0,4.132743,11.702082,1
0,-7.463944,-4.157615,0
0,5.080209,-2.046418,1
0,1.348843,3.83147,1
0,3.219467,11.920666,1
0,10.783402,-21.063643,0
0,-10.874854,-0.369152,0
0,-0.848601,-0.215034,1
0,13.85606,-19.934692,0
0,1.478565,2.369099,0
0,0.342773,-17.368486,0
0,-8.941539,3.795616,0
0,-3.685769,-15.12496,0
0,2.06638,-10.734385,0
0,1.088386,0.093203,0
0,9.542734,-18.752048,0
0,-8.530714,7.060705,0
0,5.191303,14.056805,1
0,12.475789,-20.185667,0
0,1.758378,-14.028226,0
0,5.973843,16.078281,1
0,8.393518,14.519262,1
0,-5.924809,-9.849134,0
0,7.679498,10.347272,1
0,1.7466,12.053342,1
0,8.541089,-18.759149,0
0,7.4014,-5.85641,1
0,-0.780687,8.834845,1
0,6.403045,-13.658953,0
0,2.864829,-2.8636,1
0,-0.470165,0.989226,0
0,1.826274,-18.458119,0
0,9.418546,10.049878,1
0,-4.346789,-9.361561,0
0,0.825253,14.615911,1
0,-2.902713,-8.150165,0
0,-9.222824,-2.222048,0
0,6.840787,-15.056718,0
0,-3.472589,-4.738198,0
0,0.758344,-3.139688,0
0,6.730923,-5.695156,1
0,1.534995,3.225771,1
0,-4.047197,-10.472672,0
0,7.509098,-5.892264,1
0,-3.604155,-10.608984,0
0,-8.322677,-1.924655,0
0,1.083155,-13.239623,0
0,-1.904009,4.358359,0
0,-4.741576,-4.5016,0
0,-9.917413,-9.662765,0
0,7.085595,11.325707,1
0,-2.562015,-0.447995,1
0,-0.102278,11.114224,1
0,4.656688,-1.731098,1
0,-5.506657,-3.67368,0
0,-6.47354,-14.891826,0
0,10.648302,22.396976,1
0,-10.747202,-5.68078,0
0,-3.696785,8.576769,0
0,2.782262,10.967346,1
0,-0.945527,-3.318783,1
0,6.169738,-6.351084,1
0,2.179613,-7.157354,1
0,13.605432,-6.978259,1
0,3.290491,11.408153,1
0,-7.33934,5.049967,0
0,-4.559884,-2.0071,0
0,-6.661753,5.734647,0
0,-8.682996,-0.813579,0
0,0.716203,14.719834,1
0,-2.761461,0.000016,0
0,-8.155586,-0.695297,0
0,-0.878877,6.480122,0
0,-1.09327,1.885337,1
0,1.663167,-4.290117,1
0,9.253308,-6.1396,1
0,1.90006,-13.468947,0
0,-0.518056,-15.153539,0
0,-3.073074,-3.97471,0
0,1.248012,2.928205,1
0,12.031345,-7.272189,1
0,5.467149,14.024589,1
0,-7.452356,-6.791891,0
0,2.029444,11.476222,1
0,1.261557,-15.73776,0
0,10.466437,-5.404865,1
0,-7.525137,5.383387,0
0,-5.022566,-14.845234,0
0,9.183507,-15.110584,0
0,-10.496886,0.620057,0
0,-9.179211,-13.666227,0
0,3.467063,0.422932,1
0,-8.033927,-4.322333,0
0,-10.820468,0.053777,0
0,9.66034,-18.845232,0
0,2.867895,-0.311804,1
0,2.652757,12.325793,1
0,4.743723,1.655875,1
0,8.422513,-4.806268,1
0,-6.686875,-10.444093,0
0,9.164367,-5.788341,1
0,12.408066,-17.784351,0
0,4.316894,15.773613,1
0,14.593048,-20.576244,0
0,0.194475,0.157717,1
0,-8.811808,4.257901,0
0,-5.103297,-2.153978,0
0,6.762273,-5.73101,1
0,11.106603,8.913653,1
0,-1.785355,-10.114311,0
0,-4.699348,-1.688091,0
0,-7.381533,-1.702433,0
0,12.255645,-20.579881,0
0,1.142461,7.716633,0
0,-6.725034,7.73811,0
0,0.013943,6.931667,1
0,-5.498586,-15.010126,0
0,7.230446,-4.766777,1
0,1.301117,-17.572868,0
0,1.067186,-3.329694,0
0,-5.78072,-17.006487,0
0,-3.962759,-16.21442,0
0,-0.779787,-1.143309,0
0,5.43282,-18.268113,0
0,-3.585775,3.533903,0
0,22.52636,-12.533639,1
0,-1.099243,1.77414,1
0,-7.400118,-13.623099,0
0,-2.905862,-7.336621,0
0,6.586019,-6.745299,1
0,1.16386,-10.641201,0
0,19.491287,-12.7666,1
0,1.976738,2.369099,1
0,10.041565,14.171467,1
0,-0.479865,7.533728,1
0,0.86311,0.268832,1
0,6.523579,13.121324,1
0,-0.812678,-0.437239,1
0,-0.193626,1.81363,0
0,4.814824,7.648563,1
0,17.032122,-10.512163,1
0,-6.915386,-5.110936,0
0,-5.785275,-11.981635,0
0,-5.492506,-13.32917,0
0,-1.737247,8.906552,0
0,10.378275,-3.283102,1
0,3.45364,-12.691256,0
0,11.978344,-5.813455,1
0,-0.054733,-15.472583,0
0,16.324579,-8.189656,1
0,5.882374,-6.297217,1
0,-9.177756,-3.967609,0
0,-5.341298,-14.146352,0
0,4.549318,-5.039229,1
0,1.318004,-5.781066,1
0,-10.233147,-6.748763,0
0,0.561011,8.329432,0
0,0.71622,2.168354,1
0,-1.09812,6.57677,0
0,-5.773618,-5.480036,0
0,11.87598,-17.673154,0
0,5.405401,16.160727,1
0,4.080885,-3.809819,1
0,17.321547,-20.719658,0
0,1.033099,3.842208,1
0,1.142461,7.716633,0
0,5.390662,-3.713171,1
0,1.262042,-5.928117,1
0,0.87815,-7.89209,1
0,-0.043457,-9.573045,0
0,5.301634,-2.720359,1
0,0.383234,-11.841858,0
0,10.715332,13.619635,1
0,5.871133,-2.541092,1
0,12.266557,-5.583959,1
0,-3.511387,-17.311155,0
0,2.088334,-18.759149,0
0,2.766258,-18.734035,0
0,1.042868,-13.73066,0
0,2.604485,-18.626474,0
0,0.605698,11.798903,1
0,13.597638,22.085207,1
0,6.220158,-4.928031,1
0,1.84983,-14.644663,0
0,0.962035,-4.315231,1
0,-6.790401,-5.035591,0
0,6.476554,-18.658864,0
0,-5.123441,-11.84896,0
0,2.334268,-1.128968,1
0,0.719061,10.114311,1
0,11.645617,-19.110409,0
0,-8.360956,-1.412124,0
0,2.1254,0.182801,1
0,5.526195,-3.071619,0
0,4.495815,11.945781,1
0,0.253745,-6.246988,1
0,9.568576,-5.978173,1
0,3.366102,15.741397,1
0,12.683288,23.379049,1
0,-1.29812,-0.204278,1
0,-0.971057,2.046591,1
0,2.933003,-2.455009,1
0,-3.549249,0.146965,0
0,21.659815,-12.572957,1
0,-0.992742,-1.444374,0
0,-0.598129,3.817094,1
0,23.022766,-11.544292,1
0,-4.891294,-5.820557,0
0,0.398604,-0.680956,1
0,-2.170433,-18.124699,0
0,0.224993,-17.773439,0
0,3.840268,-1.892439,1
0,-0.336589,9.630549,1
0,-8.674976,7.053604,0
0,0.199186,-13.038878,0
0,-2.766293,-5.55538,0
0,-4.037843,1.723962,0
0,1.172598,-17.124786,0
0,-10.359569,5.816919,0
0,3.668882,11.824018,1
0,24.815785,-12.103398,1
0,0.305231,-1.04654,1
0,1.813301,8.447731,1
0,2.295383,-16.096121,0
0,12.152934,-15.970721,0
0,-1.466562,8.881437,1
0,-0.139049,-10.447557,0
0,-1.742305,0.537629,1
0,9.689612,23.013586,1
0,1.203082,-14.981547,0
0,-7.162401,6.817006,0
0,-8.465433,4.860135,0
0,-8.708751,5.698794,0
0,-6.888505,-5.186107,0
0,5.367315,-12.214596,0
0,-1.392411,1.820732,1
0,-6.264637,7.705894,0
0,-2.121017,-0.634364,0
0,0.935481,-14.522726,0
0,-4.737904,-11.899189,0
0,0.717069,-16.895463,0
0,7.622409,18.103222,1
0,10.279462,8.98536,1
0,1.456308,-10.99246,0
0,-7.072275,-13.171554,0
0,0.185451,0.430103,1
0,-2.492144,-1.562656,1
0,9.499519,-9.010475,1
0,-0.073785,-16.802278,0
0,1.466727,3.483674,1
0,-0.405023,-8.974621,0
0,-11.177963,-5.641289,0
0,-1.336052,-3.921017,1
0,-5.276208,-11.816743,0
0,-5.689129,-12.569493,0
0,0.713068,12.899102,1
0,-4.017804,6.533815,1
0,0.806183,5.652201,0
0,7.489566,-6.479948,1
0,9.234082,-6.239886,1
0,2.790334,-19.579968,0
0,4.649864,-6.981724,1
0,-8.3043,-9.745211,0
0,-2.982512,-5.691519,0
0,-4.552644,-12.017488,0
0,1.661002,3.619986,1
0,22.543507,-11.16809,1
0,3.741542,0.677405,1
0,2.374122,12.569493,1
0,0.855096,9.938681,1
0,12.152934,-15.970721,0
0,-0.05404,8.153802,0
0,0.949372,-0.146932,1
0,0.743743,-0.537594,1
0,-2.335203,-3.634189,1
0,4.111889,-15.673155,0
0,4.349526,-3.197019,1
0,7.115421,21.085294,1
0,-10.127647,5.211221,0
0,5.756696,-6.178918,1
0,-5.003427,-9.963795,0
0,-6.45371,6.727285,0
0,1.331254,-6.849222,1
0,12.408066,-17.784351,0
0,-10.886286,-2.956784,0
0,5.535028,-5.322419,1
0,-5.268552,0.304668,0
0,-0.014722,0.042955,0
0,0.209405,-10.465571,0
0,5.548625,-6.662853,1
0,1.604018,10.831207,1
0,1.014029,0.25449,1
0,6.649845,-5.541004,1
0,1.05494,-2.713084,0
0,-1.701844,1.182766,1
0,8.38711,-5.852773,1
0,18.209223,-14.171467,1
0,-0.336484,-1.214999,1
0,-9.674075,-10.175279,0
0,3.866873,0.017937,1
0,-5.725987,-13.988735,0
0,1.958551,-0.22579,1
0,-2.354342,10.114311,0
0,5.015933,-0.293877,1
0,-10.416554,-1.390612,0
0,-9.121014,-0.480246,0
0,6.529624,0.046609,1
0,21.794569,-11.375936,1
0,-0.884801,1.204278,1
0,-0.817493,-15.239622,0
0,3.433964,18.228796,1
0,10.535026,22.407715,1
0,-1.068346,-10.143063,0
0,1.664137,-4.594784,1
0,4.839684,-2.827919,1
0,2.889979,2.440806,1
0,-0.110332,-5.938856,1
0,-8.277713,-9.125136,0
0,2.780461,-7.422704,1
0,1.116826,-18.511813,0
0,0.111839,-1.229323,0
0,-5.546678,-5.920842,0
0,4.80748,18.648125,1
0,6.272102,-4.824108,1
0,-3.11007,-10.784614,0
0,1.442885,-2.752575,0
0,6.597433,15.658952,1
0,-5.316617,-10.849047,0
0,-2.864431,5.996187,1
0,-6.626636,6.784789,0
0,1.732761,15.042515,1
0,10.816207,-17.877536,0
0,-9.628817,-1.358361,0
0,10.058365,10.702169,1
0,3.484852,-0.121843,0
0,0.953736,-6.03204,1
0,4.99714,-4.006926,1
0,14.061828,-17.558492,0
0,-10.30449,-3.594871,0
0,-5.246209,-0.802823,0
0,-5.025892,-13.232522,0
0,20.960066,-11.476222,1
0,-2.590195,1.401402,0
0,8.798818,17.884637,1
0,12.439935,-5.759589,1
0,10.604533,-8.637737,1
0,-5.122021,-14.250275,0
0,-2.648202,-8.52654,0
0,5.561501,12.318519,1
0,16.016793,-8.902914,1
0,-2.551571,-3.83147,1
0,-5.571488,-14.368574,0
0,-7.110571,-4.817007,0
0,-8.759501,6.404777,0
0,24.442181,-11.78089,1
0,-5.881819,4.476485,0
0,6.596299,-14.49051,0
0,11.462712,22.0135,1
0,-10.658348,5.870786,0
0,0.141335,7.741747,0
0,-1.187321,-17.124786,0
0,8.996272,-20.246635,0
0,0.902572,-15.271838,0
0,2.937039,12.548015,1
0,1.55365,-16.52619,0
0,18.29929,-12.336532,1
0,20.516315,-12.218233,1
0,-1.97627,-19.099671,0
0,6.805799,12.540741,1
0,0.104096,-17.576332,0
0,7.234135,12.494149,1
0,0.166104,-11.913565,0
0,-5.099677,-12.601709,0
0,-8.275548,-5.773965,0
0,-0.014722,0.042955,0
0,0.160249,-13.060356,0
0,-0.88196,-17.343371,0
0,0.559106,-14.142888,0
0,-1.444669,1.096752,0
0,0.485459,-11.927941,0
0,-1.451268,-15.379399,0
0,8.520478,-5.354635,1
0,-2.08577,1.720377,1
0,0.397765,11.064167,1
0,-5.867842,-11.866973,0
0,0.189313,-3.297305,0
0,-2.768164,-15.232348,0
0,13.90629,-5.996187,1
0,12.20351,22.626473,1
0,-6.737695,-11.877712,0
0,-3.133367,10.680691,0
0,1.183684,3.734648,1
0,9.424608,18.117598,1
0,-9.870092,-2.146877,0
0,2.530942,3.318956,1
0,6.912442,-3.609247,1
0,-6.189154,-12.11431,0
0,10.250277,-5.677143,1
0,1.135186,-13.175191,0
0,0.939239,-3.419241,1
0,7.266888,-5.992549,1
0,-8.918884,5.376113,0
0,0.613666,-16.977908,0
0,8.168005,18.203681,1
0,-6.132222,7.458557,0
0,2.203522,11.329344,1
0,1.063393,-15.684066,0
0,2.541196,-6.311593,1
0,-9.394366,-4.32597,0
0,-4.626135,-0.408573,1
0,-4.998543,7.275653,0
0,-0.669438,-16.612273,0
0,7.000205,21.637125,1
0,4.387094,1.340469,1
0,-2.853381,-15.884638,0
0,-3.858316,-3.114574,1
0,-3.324689,11.845495,0
0,-6.880485,4.56967,0
0,11.039572,-16.279026,0
0,-7.682754,4.078633,0
0,-0.96349,-1.734649,1
0,-0.762795,-18.242998,0
0,-5.77684,-13.193031,0
0,-8.220989,-4.634275,0
0,18.147736,-15.271838,1
0,11.021905,-6.791891,1
0,2.377777,-2.985536,1
0,1.893132,-12.913478,0
0,-6.297875,-5.659303,0
0,5.164941,-4.963884,1
0,-9.24735,4.071532,0
0,8.094358,14.737847,1
0,0.928206,10.085732,1
0,0.034987,-18.891825,0
0,-0.618844,3.250713,1
0,-4.474372,-10.637563,0
0,9.329345,-19.436555,0
0,4.983457,-17.827306,0
0,8.196913,-5.064343,1
0,8.186711,-4.981898,1
0,-6.246122,-13.440368,0
0,1.142461,7.716633,0
0,7.764611,-4.65939,1
0,-1.386074,-15.895377,0
0,0.843265,8.949507,1
0,5.65809,-6.648477,1
0,5.874943,-5.74885,1
0,-8.30314,4.842121,0
0,-6.953595,-11.619636,0
0,2.842666,0.519702,1
0,6.089821,16.404426,1
0,4.808173,-6.741661,1
0,-7.638968,5.659303,0
0,5.365495,-5.365374,1
0,12.563604,22.307429,1
0,-1.555589,0.078865,1
0,6.914693,-4.7453,1
0,-2.44046,-17.633663,0
0,-2.232804,-5.419067,0
0,-6.255388,8.325795,0
0,7.920842,22.192767,1
0,-7.078441,5.254349,0
0,-5.373151,7.992548,0
0,9.010631,-14.762962,0
0,4.104406,-12.863249,0
0,-4.071844,-10.501424,0
0,-1.562708,-1.132553,1
0,-0.588412,4.85286,1
0,6.636526,-0.526838,1
0,10.094409,-16.300503,0
0,-0.08054,-17.411614,0
0,-4.150377,-5.13605,0
0,14.180473,-21.834232,0
0,3.401557,-0.247285,1
0,-3.490429,-13.576507,0
0,-0.356802,-11.981635,0
0,-0.52256,-1.268762,1
0,1.761548,2.480297,1
0,2.802216,2.623537,1
0,16.970114,-15.08547,1
0,3.723442,-3.433618,1
0,-5.445083,-11.773789,0
0,-3.711473,-5.566118,0
0,8.22014,10.788078,1
0,10.576768,22.497435,1
0,0.598597,0.838694,1
0,-5.437583,-12.210958,0
0,9.121794,-8.383126,1
0,4.906138,16.63375,1
0,3.33974,-12.892001,0
0,-7.064479,-9.838395,0
0,-3.084609,-15.73776,0
0,-6.590793,-10.712907,0
0,12.152934,-15.970721,0
0,14.061828,-17.558492,0
0,-2.048323,-9.798904,0
0,-12.326313,0.767021,0
0,-1.091885,-12.974446,0
0,-3.425321,-6.282841,0
0,-7.629978,-1.408538,0
0,8.702897,-14.924216,0
0,2.460378,-18.540565,0
0,-8.970638,7.605435,0
0,4.168232,14.228797,1
0,-4.139376,-10.616086,0
0,-2.580825,11.795266,0
0,0.533298,-2.688143,0
0,-1.581414,-1.788516,0
0,14.764347,-20.185667,0
0,4.320358,2.781327,1
0,1.386299,3.318956,1
0,-5.033374,6.487223,0
0,6.720963,-5.598335,1
0,19.578756,-15.798728,1
0,-0.244981,-7.920842,0
0,3.075914,0.172053,1
0,6.588652,-17.436555,0
0,-1.28338,0.24732,1
0,6.699053,-6.695069,1
0,-7.543559,8.451369,0
0,-5.841688,-14.049703,0
0,-2.031037,-4.283015,0
0,0.546739,0.057362,1
0,-2.084627,-5.709532,0
0,4.24976,-18.472495,0
0,21.042858,-10.956607,1
0,6.566984,-13.211044,0
0,-6.600291,-12.350735,0
0,-6.102413,-12.264825,0
0,5.913949,13.565768,1
0,13.364504,-6.10011,1
0,8.506968,-3.408503,1
0,-1.48939,-17.347008,0
0,-7.405071,-13.221783,0
0,-8.65194,3.727547,0
0,9.698445,21.604909,1
0,0.895643,8.290115,0
0,-2.176841,-14.952795,0
0,3.758585,-3.512426,1
0,0.223608,-11.476222,0
0,-3.862785,4.55183,0
0,2.318696,-17.694631,0
0,4.981863,16.192943,1
0,-3.742771,-6.085734,0
0,6.467062,-0.616454,1
0,11.157698,-6.186193,1
0,-7.993241,-1.609248,0
0,14.359221,-16.569318,0
0,-9.032991,-0.401403,0
0,-0.449987,-13.171554,0
0,0.26561,-2.336883,1
0,0.11189,-1.22941,0
0,5.056461,-0.541179,1
0,4.133314,11.16809,1
0,7.525588,-4.992636,1
0,5.478996,-1.820732,1
0,-8.36099,-2.44427,0
0,-2.038399,9.61981,1
0,1.125054,11.221784,1
0,4.397053,11.383038,1
0,-10.106863,4.60916,0
0,5.759467,15.658952,1
0,0.579215,-4.168353,1
0,7.915974,-15.967084,0
0,-2.06891,0.301082,1
0,-3.897772,7.641289,0
0,4.188341,11.444006,1
0,5.544014,-0.731133,1
0,-5.146633,7.519525,0
0,-8.403564,6.838483,0
0,-3.421164,-6.867062,0
0,-7.221751,-1.24725,0
0,1.235299,-7.286391,1
0,3.74963,15.225246,1
0,6.117777,-5.530265,1
0,-7.699659,7.092921,0
0,-7.698845,0.770589,0
0,-8.979263,-1.960508,0
0,5.797347,-3.067982,1
0,-1.846522,-0.297462,1
0,1.284835,-17.257461,0
0,1.014462,-14.494148,0
0,0.839698,-15.605085,0
0,2.96683,-13.719921,0
0,1.142391,7.716633,0
0,7.014979,-6.748763,1
0,14.359221,-16.569318,0
0,1.267082,12.558754,1
0,-7.61801,8.365286,0
0,19.973837,-15.576506,1
0,-1.282272,0.602147,0
0,-4.579577,-0.774157,0
0,-2.661833,-7.874249,0
0,10.936515,23.690818,1
0,-2.978608,-17.572868,0
0,-2.089615,-0.068082,0
0,-6.488782,8.45847,0
0,4.568804,17.114048,1
0,17.040955,-20.447206,0
0,9.447991,14.397326,1
0,2.09838,-13.271839,0
0,11.56525,-19.838044,0
0,4.792377,-0.65229,1
0,11.425127,-16.451019,0
