@relation Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {<=50K,>50K}

@data
86.60254,-1.732051,-1.732051,-321408.008107,-321470.361936,-1.732051,107.38715,-321383.759395,-83.138439,0,>50K
71.014083,0,-1.732051,-119199.736577,-119251.698101,-3.464102,65.817931,-119198.004526,-69.282032,3.464102,<=50K
71.014083,1.732051,-1.732051,-382145.833776,-382197.7953,1.732051,74.478185,-382140.637623,-65.817931,3.464102,<=50K
103.923048,-1.732051,0,-88606.523163,-88691.393652,-3.464102,36.373067,-88675.805195,-103.923048,1.732051,<=50K
77.942286,0,-1.732051,-94542.26128,-94604.615109,-5.196152,39.837169,-94576.902296,-74.478185,3.464102,<=50K
69.282032,0,-1.732051,-49013.573753,-49065.535277,-3.464102,131.635861,-48947.755822,-67.549981,1.732051,>50K
71.014083,-1.732051,0,-348902.582626,-348949.347998,1.732051,41.569219,-348928.563388,-69.282032,3.464102,<=50K
48.497423,-1.732051,-1.732051,-70049.330811,-70078.775674,-1.732051,31.176915,-70068.383369,-48.497423,3.464102,<=50K
71.014083,0,0,-328211.503679,-328260.001101,3.464102,55.425626,-328227.092136,-67.549981,3.464102,<=50K
69.282032,1.732051,1.732051,-347503.085573,-347555.047098,0,90.066642,-347475.37276,-65.817931,1.732051,<=50K
3.464102,0,-1.732051,-160651.176504,-160640.784199,-1.732051,103.923048,-160548.985506,-1.732051,5.196152,<=50K
69.282032,-1.732051,0,-1151585.156327,-1151630.189648,-3.464102,81.406388,-1151571.29992,-64.08588,1.732051,<=50K
77.942286,1.732051,-1.732051,-303399.87586,-303460.497638,3.464102,64.08588,-303412.000216,-74.478185,5.196152,<=50K
53.693575,-1.732051,0,-677347.913164,-677372.161875,-3.464102,86.60254,-677306.343944,-51.961524,1.732051,<=50K
76.210236,-1.732051,-1.732051,-431873.012461,-431928.438087,-3.464102,45.033321,-431902.457325,-76.210236,3.464102,<=50K
67.549981,0,-1.732051,-192650.815173,-192702.776698,0,100.458947,-192619.638259,-65.817931,5.196152,<=50K
69.282032,-3.464102,-1.732051,-580217.967977,-580271.661552,-1.732051,72.746134,-580209.307723,-65.817931,1.732051,<=50K
67.549981,-1.732051,0,-610178.982846,-610227.480269,-1.732051,67.549981,-610178.982846,-65.817931,3.464102,<=50K
60.621778,-1.732051,-1.732051,-301097.980337,-301139.549556,-1.732051,60.621778,-301099.712388,-60.621778,3.464102,<=50K
86.60254,-1.732051,-1.732051,-269342.560831,-269404.91466,-1.732051,96.994845,-269328.704425,-83.138439,0,<=50K
95.262794,-1.732051,-1.732051,-127676.393229,-127759.531668,-3.464102,43.30127,-127726.622703,-91.798693,5.196152,<=50K
65.817931,-1.732051,0,-394245.940717,-394285.777886,0,41.569219,-394270.189429,-65.817931,1.732051,<=50K
69.282032,-3.464102,1.732051,-280117.648905,-280167.878378,-5.196152,79.674337,-280098.596346,-69.282032,1.732051,<=50K
53.693575,-1.732051,-1.732051,-131601.220359,-131639.325477,-3.464102,117.779455,-131537.134479,-50.229473,0,<=50K
71.014083,-1.732051,0,-420195.525916,-420242.291288,-6.928203,77.942286,-420179.937459,-71.014083,1.732051,<=50K
71.014083,-13319.47071,-1.732051,-609917.443174,-609972.8688,-6.928203,76.210236,-609910.514971,-67.549981,-3.464102,>50K
103.923048,-1.732051,0,-276705.508814,-276792.111354,-3.464102,43.30127,-276766.130592,-100.458947,1.732051,<=50K
69.282032,0,-1.732051,-227335.132595,-227385.362068,-3.464102,2790.333851,-227366.30951,-69.282032,2757.424886,<=50K
67.549981,-1.732051,1.732051,-313052.595011,-313102.824484,0,79.674337,-313043.934757,-69.282032,5.196152,<=50K
86.60254,-1.732051,0,-329016.907304,-329084.457286,-5.196152,64.08588,-329039.423965,-83.138439,0,>50K
77.942286,-1.732051,0,-708798.491727,-708859.113506,-3.464102,60.621778,-708812.348134,-74.478185,1.732051,<=50K
72.746134,-1.732051,0,-192766.862578,-192822.288203,-5.196152,72.746134,-192765.130527,-69.282032,1.732051,<=50K
71.014083,-1.732051,-1.732051,-510009.288492,-510049.12566,1.732051,105.655099,-509978.111577,-69.282032,1.732051,<=50K
69.282032,1.732051,-1.732051,-299225.633414,-299277.594938,3.464102,67.549981,-299225.633414,-65.817931,5.196152,<=50K
93.530744,-3.464102,0,-75228.162725,-75306.105011,-1.732051,2809.38641,-75269.731945,-90.066642,2757.424886,<=50K
27.712813,-1.732051,-1.732051,-194032.991718,-194041.651972,-1.732051,109.119201,-193951.58533,-24.248711,0,<=50K
103.923048,-1.732051,-1.732051,-429399.643908,-429479.318245,-1.732051,77.942286,-429422.160568,-100.458947,0,>50K
69.282032,0,0,-197613.140737,-197658.174058,3.464102,102.190998,-197576.76767,-65.817931,3.464102,<=50K
60.621778,-1.732051,0,-618127.364002,-618168.933221,-5.196152,58.889727,-618120.435799,-62.353829,1.732051,<=50K
69.282032,3.464102,-1.732051,-311181.980139,-311230.477561,-3.464102,43.30127,-311201.032698,-69.282032,5.196152,<=50K
69.282032,1.732051,-1.732051,-34436.634156,-34488.59568,3.464102,58.889727,-34445.29441,-65.817931,5.196152,<=50K
69.282032,0,-1.732051,-401368.133638,-401421.827213,-3.464102,67.549981,-401364.669536,-65.817931,3.464102,>50K
69.282032,-3.464102,0,-363678.708065,-363728.937539,-1.732051,45.033321,-363697.760624,-69.282032,3.464102,<=50K
69.282032,0,-3.464102,-342157.976781,-342209.938305,-1.732051,93.530744,-342135.460121,-65.817931,1.732051,<=50K
58.889727,1.732051,-1.732051,-454613.107513,-454661.604936,1.732051,55.425626,-454616.571615,-58.889727,6.928203,>50K
86.60254,-1.732051,0,-490312.406708,-490376.492588,-3.464102,77.942286,-490317.602861,-83.138439,1.732051,>50K
53.693575,-1.732051,-1.732051,-250475.331384,-250509.9724,-1.732051,138.564065,-250390.460895,-51.961524,3.464102,<=50K
72.746134,1.732051,-1.732051,-144588.137314,-144640.098838,1.732051,53.693575,-144603.725772,-67.549981,3.464102,<=50K
69.282032,0,-1.732051,-373199.791354,-373248.288777,-3.464102,41.569219,-373227.504167,-67.549981,3.464102,<=50K
107.38715,1.732051,-1.732051,-464728.28423,-464816.618821,1.732051,98.726896,-464733.480382,-105.655099,3.464102,<=50K
83.138439,1.732051,-1.732051,-313596.458964,-313658.812793,1.732051,69.282032,-313610.315371,-79.674337,3.464102,<=50K
147.224319,-1.732051,-1.732051,-242409.170773,-242542.538685,-1.732051,3845.152793,-242485.381009,-143.760217,3772.406659,<=50K
43.30127,-1.732051,1.732051,-339119.959665,-339144.208376,-1.732051,34.641016,-339128.619919,-45.033321,5.196152,<=50K
69.282032,-3.464102,0,-216923.775191,-216975.736715,-1.732051,77.942286,-216911.650835,-69.282032,0,<=50K
71.014083,0,0,-101638.473439,-101686.970862,5.196152,48.497423,-101660.990099,-65.817931,3.464102,<=50K
65.817931,1.732051,3.464102,-437109.002052,-437169.62383,0,60.621778,-437107.270001,-67.549981,3.464102,<=50K
69.282032,1.732051,-3.464102,-201849.737012,-201905.162638,-3.464102,46.765372,-201865.32547,-64.08588,1.732051,<=50K
69.282032,0,-1.732051,-289292.322033,-289340.819455,1.732051,62.353829,-289297.518185,-67.549981,1.732051,>50K
67.549981,-1.732051,0,-648110.895532,-648169.785259,-1.732051,43.30127,-648136.876294,-67.549981,1.732051,<=50K
43.30127,-1.732051,0,-167802.814288,-167825.330949,-1.732051,3027.624812,-167795.886085,-45.033321,2980.85944,<=50K
67.549981,1.732051,-1.732051,-340898.775844,-340955.933521,1.732051,51.961524,-340914.364301,-67.549981,6.928203,<=50K
77.942286,-13316.006609,-1.732051,-322544.233436,-322606.587265,-3.464102,81.406388,-322535.573182,-74.478185,3.464102,>50K
36.373067,-1.732051,1.732051,-425492.137286,-425507.725743,1.732051,43.30127,-425474.816778,-34.641016,0,<=50K
69.282032,-1.732051,-1.732051,-276710.704966,-276750.542135,-1.732051,43.30127,-276731.489576,-69.282032,1.732051,<=50K
69.282032,-1.732051,1.732051,-224969.151192,-225017.648615,1.732051,51.961524,-224988.203751,-67.549981,5.196152,<=50K
88.334591,-5760.800986,1.732051,-316681.241453,-316753.987587,0,43.30127,-316729.738875,-88.334591,3.464102,<=50K
67.549981,0,-1.732051,-544492.68802,-544546.381595,-1.732051,69.282032,-544489.223918,-65.817931,5.196152,>50K
69.282032,-1.732051,0,-178422.017789,-178460.122907,-1.732051,58.889727,-178428.945993,-71.014083,5.196152,>50K
71.014083,0,-1.732051,-74502.433437,-74554.394961,0,96.994845,-74472.988573,-71.014083,3.464102,>50K
69.282032,1.732051,1.732051,-444063.186045,-444115.147569,0,34.641016,-444090.898857,-71.014083,1.732051,<=50K
55.425626,-3.464102,3.464102,-236088.917376,-236132.218647,-3.464102,50.229473,-236095.84558,-53.693575,3.464102,<=50K
69.282032,-1.732051,0,-493028.262374,-493080.223899,-3.464102,60.621778,-493036.922629,-65.817931,1.732051,<=50K
41.569219,-1.732051,1.732051,-321423.596564,-321447.845275,0,34.641016,-321433.988869,-43.30127,5.196152,<=50K
69.282032,-1.732051,0,-240576.661019,-240623.426391,-3.464102,86.60254,-240555.876409,-65.817931,1.732051,>50K
69.282032,-1.732051,0,-58070.467425,-58125.893051,-3.464102,67.549981,-58068.735375,-65.817931,-1.732051,<=50K
86.60254,-8684.502749,0,-146082.897161,-146146.983041,-3.464102,60.621778,-146105.413822,-83.138439,1.732051,<=50K
124.707658,-173205.080757,-1.732051,-387844.280932,-387936.079625,-1.732051,69.282032,-387889.314253,-122.975607,-1.732051,>50K
86.60254,0,-1.732051,-259310.522554,-259381.536637,-3.464102,103.923048,-259291.469995,-83.138439,3.464102,<=50K
105.655099,-1.732051,-1.732051,-604099.484511,-604175.694747,-1.732051,65.817931,-604134.125528,-102.190998,-1.732051,<=50K
60.621778,-1.732051,1.732051,-407833.879303,-407873.716471,-3.464102,34.641016,-407858.128014,-62.353829,3.464102,<=50K
60.621778,0,0,-59800.786182,-59844.087452,-1.732051,38.105118,-59828.498995,-58.889727,3.464102,<=50K
71.014083,1.732051,-1.732051,-601028.55843,-601082.252005,0,69.282032,-601028.55843,-65.817931,1.732051,<=50K
77.942286,-1.732051,1.732051,-332991.963908,-333061.24594,-5.196152,76.210236,-332990.231857,-72.746134,1.732051,<=50K
93.530744,-1.732051,0,-529823.94973,-529900.159966,-3.464102,32.908965,-529881.107407,-90.066642,1.732051,<=50K
88.334591,-3.464102,1.732051,-801809.620094,-801885.830329,-6.928203,58.889727,-801830.404704,-84.87049,1.732051,<=50K
69.282032,-1.732051,-1.732051,-155098.221615,-155146.719037,-3.464102,65.817931,-155098.221615,-65.817931,1.732051,<=50K
105.655099,0,-1.732051,-346742.715269,-346829.317809,-3.464102,62.353829,-346775.624234,-103.923048,3.464102,<=50K
69.282032,1.732051,-1.732051,-310861.550739,-310913.512263,3.464102,51.961524,-310878.871247,-67.549981,5.196152,<=50K
69.282032,1.732051,0,-361989.958528,-362050.580306,0,50.229473,-362005.546985,-69.282032,-1.732051,<=50K
69.282032,-1.732051,0,-69581.677092,-69628.442464,-3.464102,53.693575,-69593.801448,-65.817931,1.732051,>50K
72.746134,-1.732051,0,-99591.189384,-99639.686807,-1.732051,77.942286,-99575.600927,-67.549981,1.732051,>50K
71.014083,-1.732051,0,-567442.36122,-567492.590693,-1.732051,67.549981,-567440.629169,-64.08588,1.732051,<=50K
69.282032,-26022.331333,-3.464102,-262081.803846,-262138.961522,0,81.406388,-262067.947439,-67.549981,3.464102,>50K
69.282032,-1.732051,1.732051,-459528.667705,-459589.289484,-6.928203,74.478185,-459521.739502,-64.08588,1.732051,<=50K
67.549981,-5999.823997,-3.464102,-353118.394291,-353173.819917,-1.732051,64.08588,-353121.858393,-65.817931,3.464102,<=50K
34.641016,0,0,-284142.934982,-284158.523439,-1.732051,88.334591,-284085.777305,-34.641016,3.464102,>50K
71.014083,-3.464102,0,-49063.803226,-49112.300649,-3.464102,77.942286,-49048.214769,-69.282032,3.464102,>50K
103.923048,-26024.063384,-1.732051,-507916.971116,-507994.913403,-3.464102,90.066642,-507932.559574,-96.994845,0,>50K
72.746134,-26015.40313,-1.732051,-371824.543013,-371864.380182,0,83.138439,-371814.150708,-64.08588,0,>50K
34.641016,-1.732051,1.732051,-638905.04549,-638918.901896,-1.732051,34.641016,-638908.509591,-34.641016,3.464102,<=50K
77.942286,-1.732051,-1.732051,-612176.037427,-612229.731002,-1.732051,76.210236,-612174.305376,-74.478185,0,<=50K
79.674337,-3.464102,0,-280205.983496,-280268.337325,-1.732051,57.157677,-280226.768106,-72.746134,3.464102,<=50K
51.961524,0,0,-169709.802227,-169742.711193,-1.732051,31.176915,-169732.318888,-51.961524,5.196152,<=50K
72.746134,-1.732051,-1.732051,-271244.352618,-271282.457735,-1.732051,107.38715,-271204.515449,-72.746134,-1.732051,>50K
69.282032,-3.464102,0,-343211.063672,-343254.364942,-1.732051,84.87049,-343192.011113,-72.746134,3.464102,<=50K
69.282032,-1.732051,-3.464102,-95998.91601,-96050.877534,-3.464102,83.138439,-95981.595501,-71.014083,3.464102,<=50K
86.60254,-1.732051,0,-300966.344476,-301030.430355,-3.464102,57.157677,-300992.325238,-83.138439,1.732051,>50K
103.923048,-1.732051,-1.732051,-648897.246598,-648985.58119,-5.196152,90.066642,-648905.906852,-100.458947,3.464102,<=50K
71.014083,-1.732051,0,-302015.967265,-302066.196738,-3.464102,64.08588,-302014.235214,-69.282032,1.732051,<=50K
69.282032,0,-1.732051,-135444.641101,-135498.334676,-3.464102,96.994845,-135411.732136,-65.817931,3.464102,>50K
31.176915,-1.732051,-1.732051,-329765.153253,-329780.74171,-3.464102,112.583302,-329678.550713,-29.444864,3.464102,<=50K
86.60254,-3.464102,1.732051,-54348.29024,-54419.304323,-3.464102,43.30127,-54386.395358,-86.60254,3.464102,<=50K
64.08588,-1.732051,1.732051,-422010.715163,-422076.533093,-1.732051,69.282032,-422005.51901,-65.817931,3.464102,<=50K
69.282032,-1.732051,0,-233336.688643,-233386.918117,-5.196152,79.674337,-233324.564288,-67.549981,0,<=50K
71.014083,-1.732051,-1.732051,-341307.539835,-341357.769308,-1.732051,55.425626,-341321.396241,-64.08588,0,<=50K
69.282032,-1.732051,0,-203903.94927,-203955.910794,-3.464102,88.334591,-203884.896711,-65.817931,1.732051,>50K
86.60254,-1.732051,-1.732051,-294176.70531,-294244.255291,-3.464102,50.229473,-294213.078377,-83.138439,1.732051,>50K
88.334591,-1.732051,1.732051,-1036890.4839,-1036966.694136,3.464102,76.210236,-1036899.144154,-84.87049,0,<=50K
69.282032,-1.732051,-1.732051,-212870.776301,-212915.809622,-1.732051,71.014083,-212867.312199,-69.282032,3.464102,>50K
51.961524,-3.464102,-1.732051,-287988.087774,-288019.264689,-1.732051,60.621778,-287979.42752,-51.961524,1.732051,<=50K
69.282032,-4996.96658,-3.464102,-325386.528812,-325440.222387,-3.464102,71.014083,-325383.06471,-65.817931,1.732051,<=50K
103.923048,-12642.238844,-1.732051,-590582.560009,-590665.698448,-3.464102,57.157677,-590625.861279,-100.458947,1.732051,>50K
71.014083,-1.732051,0,-337477.975499,-337528.204973,-3.464102,86.60254,-337453.726788,-69.282032,1.732051,<=50K
69.282032,-1.732051,0,-400767.112008,-400819.073532,-3.464102,102.190998,-400730.738941,-65.817931,1.732051,<=50K
71.014083,1.732051,-1.732051,-529378.812673,-529427.310096,-1.732051,67.549981,-529377.080622,-69.282032,1.732051,<=50K
43.30127,-1.732051,-1.732051,-44075.4969,-44099.745612,-1.732051,31.176915,-44089.353307,-43.30127,3.464102,<=50K
69.282032,-13319.47071,0,-333980.964919,-334027.73029,-3.464102,77.942286,-333967.108512,-69.282032,1.732051,>50K
77.942286,-1.732051,0,-600185.049686,-600240.475312,-3.464102,65.817931,-600195.441991,-77.942286,3.464102,<=50K
86.60254,-1.732051,0,-591306.557247,-591368.911076,-3.464102,36.373067,-591355.054669,-86.60254,3.464102,<=50K
67.549981,-1.732051,-1.732051,-512065.2328,-512117.194325,0,51.961524,-512082.553309,-71.014083,5.196152,<=50K
57.157677,-1.732051,0,-292675.01726,-292707.926225,0,71.014083,-292662.892904,-50.229473,1.732051,<=50K
69.282032,-5760.800986,0,-378629.770636,-378671.339856,0,76.210236,-378619.378331,-67.549981,0,<=50K
58.889727,-3.464102,1.732051,-583067.191555,-583129.545384,-3.464102,62.353829,-583063.727454,-58.889727,3.464102,<=50K
34.641016,-1.732051,1.732051,-533870.020417,-533878.680671,-3.464102,41.569219,-533863.092214,-34.641016,3.464102,<=50K
102.190998,-1.732051,-1.732051,-618712.797175,-618787.27536,-3.464102,71.014083,-618742.242039,-100.458947,-1.732051,<=50K
69.282032,-1.732051,-1.732051,-792049.513793,-792094.547114,-1.732051,91.798693,-792025.265082,-67.549981,3.464102,<=50K
105.655099,-1.732051,-1.732051,-493362.54818,-493450.882772,-3.464102,77.942286,-493388.528942,-103.923048,1.732051,<=50K
69.282032,-1.732051,1.732051,-310804.393063,-310854.622536,-3.464102,34.641016,-310840.76613,-69.282032,3.464102,<=50K
88.334591,0,0,-629520.794214,-629588.344196,-1.732051,84.87049,-629517.330113,-88.334591,1.732051,>50K
25.980762,-1.732051,1.732051,-241099.740363,-241117.060871,-3.464102,29.444864,-241099.740363,-24.248711,3.464102,<=50K
69.282032,0,-3.464102,-352503.516255,-352557.20983,-3.464102,62.353829,-352508.712407,-65.817931,1.732051,<=50K
77.942286,0,-3.464102,-195011.600424,-195075.686304,-3.464102,62.353829,-195025.456831,-74.478185,3.464102,<=50K
65.817931,0,-1.732051,-172389.284827,-172436.050198,-1.732051,91.798693,-172365.036115,-62.353829,3.464102,<=50K
69.282032,0,-1.732051,-162362.442702,-162416.136277,-5.196152,84.87049,-162343.390143,-65.817931,3.464102,>50K
69.282032,0,-1.732051,-382130.245318,-382183.938893,-3.464102,62.353829,-382131.977369,-65.817931,3.464102,<=50K
57.157677,0,-1.732051,-337233.756335,-337271.861453,-3.464102,105.655099,-337174.866608,-55.425626,3.464102,<=50K
86.60254,0,-1.732051,-268187.282942,-268258.297025,-3.464102,88.334591,-268180.354739,-83.138439,3.464102,>50K
86.60254,-1.732051,0,-280848.574346,-280910.928175,-1.732051,69.282032,-280864.162803,-84.87049,1.732051,<=50K
88.334591,-1.732051,-1.732051,-371639.213577,-371701.567406,-1.732051,39.837169,-371684.246898,-90.066642,1.732051,<=50K
74.478185,-1.732051,-1.732051,-280495.235981,-280548.929556,-1.732051,32.908965,-280531.609048,-74.478185,3.464102,<=50K
69.282032,-3.464102,0,-360240.587212,-360292.548736,-3.464102,76.210236,-360228.462857,-65.817931,1.732051,>50K
67.549981,1.732051,1.732051,-449261.070518,-449314.764093,-3.464102,46.765372,-449278.391026,-67.549981,3.464102,<=50K
86.60254,-1.732051,-1.732051,-361054.651092,-361110.076718,0,103.923048,-361035.598533,-84.87049,1.732051,<=50K
69.282032,-1.732051,0,-201664.407576,-201711.172948,-3.464102,69.282032,-201660.943474,-65.817931,1.732051,>50K
67.549981,-3.464102,0,-415368.300316,-415441.046449,-3.464102,55.425626,-415380.424671,-65.817931,1.732051,<=50K
69.282032,-1.732051,0,-302081.785196,-302137.210822,-5.196152,91.798693,-302050.608281,-65.817931,-1.732051,<=50K
96.994845,-26022.331333,-3.464102,-76934.232771,-77013.907108,-3.464102,86.60254,-76939.428923,-93.530744,3.464102,>50K
86.60254,-1.732051,0,-327063.153993,-327122.043721,-3.464102,51.961524,-327094.330908,-88.334591,1.732051,<=50K
88.334591,-1.732051,0,-86884.86466,-86952.414642,-1.732051,74.478185,-86898.721067,-81.406388,1.732051,<=50K
69.282032,-13316.006609,-1.732051,-193011.081741,-193059.579164,1.732051,65.817931,-193012.813792,-67.549981,1.732051,>50K
67.549981,-3.464102,1.732051,-263377.37785,-263424.143222,0,45.033321,-263401.626561,-72.746134,5.196152,<=50K
20.78461,3.464102,-1.732051,-240793.16737,-240796.631471,0,29.444864,-240781.043014,-22.51666,5.196152,<=50K
71.014083,-1.732051,-1.732051,-431869.548359,-431911.117579,1.732051,86.60254,-431847.031699,-67.549981,-1.732051,<=50K
69.282032,-1.732051,0,-446463.808464,-446512.305886,-3.464102,69.282032,-446463.808464,-69.282032,1.732051,<=50K
34.641016,-1.732051,1.732051,-196062.955264,-196078.543722,-1.732051,38.105118,-196061.223214,-36.373067,3.464102,<=50K
43.30127,-1.732051,0,-261849.709037,-261872.225698,0,38.105118,-261858.369291,-43.30127,1.732051,<=50K
69.282032,-1.732051,-1.732051,-806027.16381,-806075.661233,-3.464102,58.889727,-806034.092013,-65.817931,1.732051,<=50K
71.014083,1.732051,-1.732051,-617987.067887,-618037.29736,1.732051,34.641016,-618018.244801,-71.014083,5.196152,<=50K
69.282032,0,-1.732051,-631886.775617,-631940.469192,-3.464102,62.353829,-631888.507668,-65.817931,3.464102,>50K
39.837169,0,0,-343709.894305,-343732.410965,1.732051,98.726896,-343652.736628,-34.641016,0,<=50K
95.262794,0,-1.732051,-570421.488609,-570497.698845,-5.196152,53.693575,-570459.593727,-91.798693,3.464102,<=50K
36.373067,-1.732051,1.732051,-441463.377782,-441478.96624,-1.732051,31.176915,-441463.377782,-38.105118,0,<=50K
84.87049,-12642.238844,0,-352505.248306,-352569.334185,-1.732051,51.961524,-352534.693169,-83.138439,3.464102,>50K
69.282032,-1.732051,-1.732051,-385949.417349,-385987.522467,-3.464102,43.30127,-385968.469908,-71.014083,0,<=50K
95.262794,-1.732051,0,-167125.582422,-167194.864455,-1.732051,65.817931,-167153.295235,-93.530744,3.464102,>50K
71.014083,-1.732051,-1.732051,-294621.842367,-294682.464146,-3.464102,88.334591,-294604.521859,-67.549981,0,<=50K
34.641016,0,-1.732051,-201988.301077,-202000.425433,0,65.817931,-201953.660061,-34.641016,0,>50K
103.923048,-1.732051,-1.732051,-692910.38967,-692998.724261,-3.464102,84.87049,-692929.442228,-100.458947,1.732051,<=50K
69.282032,-1.732051,1.732051,-318124.039775,-318184.661554,-5.196152,107.38715,-318085.934658,-64.08588,1.732051,<=50K
86.60254,0,-1.732051,-336166.813038,-336237.827121,-5.196152,51.961524,-336197.989952,-83.138439,3.464102,<=50K
69.282032,-1.732051,0,-364539.537317,-364582.838587,0,41.569219,-364567.25013,-69.282032,1.732051,<=50K
34.641016,-1.732051,1.732051,-74982.21151,-74994.335866,-3.464102,31.176915,-74985.675612,-34.641016,3.464102,<=50K
84.87049,0,-1.732051,-188776.217517,-188831.643143,1.732051,76.210236,-188779.681619,-81.406388,-1.732051,<=50K
86.60254,-1.732051,0,-198706.064797,-198775.346829,-3.464102,57.157677,-198735.50966,-83.138439,1.732051,>50K
