@relation 'AT: Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R105-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-R11-86'

@attribute '-0.425relationship=Husband-0.425marital status=Married-civ-spouse+0.326marital status=Never-married-0.273sex-0.232age...' numeric
@attribute '0.457education-num+0.248native country=United-States-0.228native country=Mexico+0.225Education=Bachelors+0.221occupation=Prof-specialty...' numeric
@attribute '-0.422race=Asian-Pac-Islander+0.419native country=United-States+0.387race=White-0.231native country=Philippines-0.166race=Black...' numeric
@attribute '0.353age+0.339relationship=Unmarried+0.339marital status=Divorced-0.333marital status=Never-married-0.318relationship=Own-child...' numeric
@attribute '0.44 race=White-0.429race=Black+0.291native country=Mexico-0.289native country=United-States+0.233relationship=Not-in-family...' numeric
@attribute '-0.569workclass=Private+0.331workclass=Self-emp-not-inc+0.306workclass=Local-gov+0.253occupation=Farming-fishing+0.23 occupation=Protective-serv...' numeric
@attribute '-0.386relationship=Wife+0.361relationship=Not-in-family+0.26 hours per week+0.246race=Asian-Pac-Islander-0.243occupation=Prof-specialty...' numeric
@attribute 0.352race=Black-0.28race=Asian-Pac-Islander-0.273relationship=Wife+0.238fnlwgt-0.231occupation=Adm-clerical... numeric
@attribute 0.409occupation=Prof-specialty-0.347Education=Some-college-0.262occupation=Exec-managerial-0.254occupation=Adm-clerical+0.215Education=Prof-school... numeric
@attribute -0.327occupation=Sales+0.308workclass=Local-gov+0.306occupation=Protective-serv+0.291Education=HS-grad-0.27workclass=Self-emp-inc... numeric
@attribute class {<=50K,>50K}

@data
-1.979706,1.155202,-0.084942,-1.158253,-0.046304,-0.849464,-0.842877,0.163999,0.60304,-0.198752,<=50K
2.71773,-0.840053,1.595873,-1.780314,-0.568628,0.565171,-0.391623,-0.253708,0.949646,0.358958,<=50K
3.120403,-5.474349,-1.755543,-0.636162,5.739564,2.544549,-1.442572,2.046399,-1.600283,0.161099,<=50K
-3.18917,-0.286502,0.629448,-0.105451,-0.077067,2.712279,1.531295,-1.233828,-1.521248,-2.858372,<=50K
-2.381976,0.513638,0.310801,-0.238831,-0.654357,1.441837,-0.154453,-0.263973,-0.758815,1.734997,<=50K
-1.337783,-3.628929,-0.914355,-0.484209,2.105034,-0.335852,-0.760871,-0.20578,-0.685322,0.201692,<=50K
1.658779,0.282635,0.570827,2.173794,0.52202,-1.172236,0.065988,-0.688695,-0.287994,-1.280517,>50K
-1.503027,-2.177907,0.545743,1.291677,0.704954,-0.105103,-1.910064,-1.06279,3.0274,-0.942689,<=50K
-2.705007,0.998857,-0.256633,-0.65548,0.576562,-1.285551,-0.769347,0.965263,0.731387,-0.212867,>50K
-2.779599,-0.422544,0.698048,0.661138,-0.437785,1.380511,1.155384,-1.194188,-0.023935,-0.816136,<=50K
1.092898,0.62755,0.331129,2.907472,0.406275,-1.688104,0.743064,-0.337112,-0.766078,-0.093208,<=50K
1.879434,1.361046,0.843088,-0.8939,0.640735,-0.465608,1.090274,-0.247438,-1.511674,0.248323,<=50K
-1.582159,-1.651951,1.42884,-0.189016,-1.023456,-0.830033,0.549959,0.101522,0.624866,1.187957,<=50K
-2.288539,-1.709906,-1.805567,0.218291,2.476879,-1.108884,-0.819849,-0.503445,1.376292,1.659571,>50K
3.453934,0.210851,-1.102671,0.884649,-2.760804,0.067233,-1.126692,0.824937,-0.807874,-1.777607,<=50K
2.401184,1.103459,1.150964,-1.129127,0.602361,-0.371358,0.632985,-0.900386,-0.681683,-1.138965,<=50K
1.750305,1.799061,-0.001224,2.353723,0.357317,-1.619462,-0.185042,-0.899343,-1.909075,0.782254,<=50K
1.486131,-1.288796,0.673408,1.437917,0.635735,-0.368742,0.37542,-0.303082,0.820054,-0.128151,<=50K
-1.001655,-1.01373,0.889495,0.816783,-0.699917,-1.160076,-0.963904,-1.608063,0.357707,1.16527,<=50K
-1.000309,-2.276774,-2.10506,-1.4623,3.067067,-0.030753,-2.11791,1.462503,-1.420632,-0.102907,<=50K
1.805028,0.558427,0.437924,3.093396,0.032037,-1.543638,0.393524,-1.197726,-0.820561,1.004791,<=50K
-0.796231,2.51631,-0.270305,1.272952,1.546397,1.135022,2.31671,0.472271,-0.989398,-1.261662,<=50K
1.510975,0.637604,1.20552,-1.380382,0.580901,-0.127129,1.261441,0.233969,-1.067874,-0.992599,<=50K
1.463352,0.855008,0.578824,2.771334,0.757442,-1.346171,1.319929,-0.915522,-0.126999,1.389351,<=50K
-0.503105,-2.147239,-0.443384,0.296257,-3.281252,-0.477105,-0.401348,2.548855,0.209568,0.209531,<=50K
-1.333678,0.140151,0.448527,-0.304569,-0.349985,-1.079923,-0.880868,-0.11489,-1.701936,1.076293,<=50K
2.050393,1.042699,0.989516,-0.709614,0.728117,-0.424096,0.666793,-0.537803,-0.796476,-1.192507,<=50K
-2.613528,1.014145,-0.207162,-0.802246,0.539284,-1.262055,-0.743429,0.912018,0.71887,-0.190399,<=50K
-1.847255,-1.673732,1.282489,-0.077744,-0.313423,0.617194,1.209644,-0.637522,0.460034,-0.396426,<=50K
1.789139,2.166401,0.344859,-2.560115,0.66069,-0.231559,-1.021374,0.399028,0.817479,-0.312257,<=50K
2.17076,-1.139597,-0.154274,0.279131,-2.385969,0.498683,0.821577,2.592171,1.284485,-0.754161,<=50K
1.456229,0.24584,0.46731,2.198499,1.477854,-1.000577,0.089887,-0.882796,1.930521,-2.082699,<=50K
1.176102,1.464794,-1.406483,0.889866,-2.952451,4.494563,-0.327723,2.143531,-1.472515,2.558041,<=50K
-1.498565,-1.907658,-2.04902,-0.314431,2.380792,1.918707,-0.98329,0.114813,-3.932532,1.146347,>50K
-1.911488,-0.219598,0.79886,-0.906363,-0.289899,-0.796211,0.054691,-0.056036,-1.964022,-0.67304,<=50K
1.638019,-0.846754,1.633656,-1.670234,-0.467649,-0.368106,0.517895,0.128048,0.920584,0.904,<=50K
2.398524,0.870637,1.05561,-0.98359,-0.243859,0.061336,-0.850968,-1.776402,-1.233176,-0.007634,<=50K
-1.840668,0.239003,0.473194,-0.769188,-0.2031,-1.355224,-0.204594,0.326988,-1.616999,0.843406,>50K
-1.66761,-1.236482,1.096635,-0.701441,-0.505644,-0.52848,-0.145263,0.137371,-1.197427,0.362646,<=50K
-1.779156,-1.025544,1.109244,-0.342951,-0.775718,-0.63283,-0.187468,-0.229491,-0.476134,0.190212,<=50K
0.298498,2.838238,-0.904011,1.825187,2.305088,-1.090785,-0.869442,0.733615,2.970182,-0.023365,<=50K
1.847801,0.552788,0.431968,3.133626,0.033236,-1.55504,0.289995,-1.28158,-0.738662,0.997462,<=50K
0.827148,0.983749,0.725891,1.355005,1.293154,0.547086,2.094226,-0.928655,-0.596745,-1.142442,<=50K
-1.658221,-0.042972,0.378204,-0.246085,0.027386,-0.73076,-1.702562,-0.639433,0.813758,-0.260006,<=50K
-2.548686,0.970812,-0.163534,-1.087736,0.510959,-1.176679,-0.608022,1.294077,0.37557,-0.108381,>50K
0.984393,2.284542,-0.447813,2.598914,0.755514,-1.977525,-0.009939,-0.894775,-1.272116,-0.000525,<=50K
1.715055,0.274403,0.690384,-1.177675,1.051048,0.439967,-0.094852,1.683883,1.536941,0.111494,<=50K
1.584225,-0.690677,0.770935,-1.067529,0.018891,-0.212056,0.756218,0.295071,-0.250889,1.044152,<=50K
1.878532,0.641025,0.500289,3.046545,-0.016133,-1.572102,0.417773,-1.61407,-0.577246,0.973304,<=50K
-1.780991,-1.79471,1.289261,0.06075,-0.659394,-0.883416,0.520518,0.022781,0.366472,1.202019,>50K
2.790732,-1.224046,0.198115,-1.403937,-3.20304,0.638406,0.201,2.176816,0.587228,0.057893,<=50K
1.303251,-0.065492,0.695633,2.460805,0.897277,-1.689121,1.496426,0.352172,0.732888,1.204313,<=50K
0.4022,-0.162756,0.434458,0.963685,-0.465613,-1.671982,-2.597039,-2.498082,-0.488554,1.180246,>50K
-2.614501,0.732078,0.072134,-0.893431,0.298676,-1.44918,0.017345,0.962546,-1.391132,-0.68503,>50K
1.559892,0.633939,-1.714112,3.773088,-1.033185,-1.048961,-0.398739,1.249305,3.193714,-0.9095,<=50K
1.353234,-0.380359,0.660321,3.05595,0.306789,-1.397745,0.39008,-1.322121,1.539126,0.040431,<=50K
1.721876,-0.56144,0.74477,1.091981,0.147824,-0.454953,0.945483,0.873793,0.770865,0.123133,<=50K
0.658522,1.474547,-0.279947,4.348906,-0.101004,0.947299,0.12158,-0.991515,-0.980051,2.176079,<=50K
1.947079,-0.410573,0.174205,2.841332,-0.258972,-1.105782,-0.329541,-0.137509,0.492186,-0.630434,<=50K
-2.798581,-2.899246,-4.129653,-0.635843,2.131442,1.876891,-0.066868,2.885714,-3.766505,-2.635998,<=50K
2.484473,0.457989,1.442876,-2.132747,-0.536618,0.43193,-0.687405,-1.438273,-1.292594,0.284141,<=50K
3.039997,-0.903558,-0.546392,0.681123,-1.927567,-0.265571,0.040539,2.040415,1.261828,-1.001339,<=50K
1.871685,1.033068,-0.029746,2.2653,-0.145914,-1.52702,-0.769759,-0.86842,-1.253876,-0.050717,<=50K
1.700179,-7.00268,-2.855877,0.290463,6.021954,2.353164,-0.849309,2.06039,-2.288207,0.462465,<=50K
-1.496978,-2.687555,-1.005797,-0.683268,1.556002,-1.008956,0.270072,-0.368187,-1.100616,2.396249,<=50K
-0.749624,1.895617,-0.619779,-0.5068,0.71554,-1.86218,-3.130219,-0.972045,0.668397,-0.235527,>50K
2.050069,-4.686856,-4.058885,0.337089,3.556433,2.691696,0.918369,3.718765,-1.917193,-0.583887,<=50K
1.851931,1.770382,0.461107,-0.87945,1.051738,-0.216972,-0.403547,-0.144999,0.822252,-0.085439,<=50K
0.335199,-0.116917,0.454842,0.94221,-0.476558,-1.680091,-2.436973,-2.567642,-0.478951,1.164743,<=50K
-2.096792,-1.689363,1.185386,0.26874,-0.57835,-0.958369,0.65435,0.053642,0.519864,0.949324,>50K
2.575973,-1.287722,1.38046,-0.613644,-0.129225,0.205418,-0.633613,0.395071,0.998989,-0.429533,<=50K
0.877094,2.243635,0.150818,-1.816465,1.375202,-0.413358,0.621584,1.530951,0.917961,0.153104,<=50K
2.364065,1.104219,1.03033,-1.221148,-0.171393,-0.24394,-0.624726,-1.38642,-0.765689,0.61289,<=50K
3.159716,-1.259623,-1.489916,-1.667011,1.711294,0.556305,-1.432242,-0.170819,-2.52592,-0.262794,<=50K
-1.157083,-1.094497,0.927729,0.328547,-0.708185,-0.98946,-0.366239,-0.51566,-0.568169,1.316078,>50K
0.250462,2.410384,0.125786,-1.070113,1.295463,-0.415699,1.005957,1.264714,0.098906,0.26667,>50K
-2.01852,2.153495,-0.614173,0.371957,0.485869,-0.466784,-1.526599,-2.392347,-0.980239,-2.995752,>50K
3.72484,-4.243803,-1.89977,-0.915931,4.990354,1.382146,-2.287536,1.085242,-0.633758,-0.885257,<=50K
4.002826,-1.299337,-0.156685,-0.410048,-2.918783,1.036516,-1.290474,0.74625,1.520949,-2.052016,<=50K
-1.726566,-0.32079,0.73215,-0.730831,-0.254849,-0.813956,-0.471491,-0.093048,-1.799648,-0.668077,<=50K
3.076095,0.83344,1.265043,-1.693158,-0.414399,0.201857,-1.166519,-1.92339,-1.285983,0.148034,<=50K
-2.595594,0.803524,0.08258,-0.748724,0.286612,-1.517285,-0.074106,0.478293,-1.031154,-0.751865,>50K
-1.054565,-2.218723,1.23961,-0.316338,-0.414096,-0.952051,-0.677819,-0.14941,1.19369,-0.203954,<=50K
-2.57081,0.889227,0.154692,-1.11234,0.237526,-1.465082,0.178845,0.59041,-1.158268,-0.821138,<=50K
-5.122852,2.794905,-1.389407,-0.948456,1.050967,1.548499,0.109328,1.806548,3.46643,-4.221109,>50K
-2.415498,-0.871867,0.741213,0.598659,-0.258751,-1.269067,0.471265,0.058259,-0.290762,0.058651,<=50K
-2.909277,1.402906,-0.525164,-1.387333,0.622451,-0.71165,-0.925342,1.89163,2.097733,-0.716643,<=50K
1.871611,0.752748,1.123782,-2.640585,0.034189,0.595152,-0.902673,-0.108955,0.39618,-0.203692,<=50K
2.609,-0.496868,1.003473,0.383781,-0.61348,-0.339126,-0.553778,-0.860655,1.032652,-0.417667,<=50K
1.564912,0.438315,0.379537,2.629548,0.225908,-1.749929,0.475788,-0.235489,-0.957712,0.869865,<=50K
-1.586277,-2.496213,1.383484,0.172156,-0.436338,-0.336458,0.081074,0.084298,0.917361,-0.145202,<=50K
-1.571757,-1.167838,1.219251,-1.064623,-0.591366,-0.472455,0.132483,0.075609,-1.309483,0.406995,<=50K
-1.416987,-2.453765,-0.511392,1.20318,-3.440672,2.606086,0.24943,1.945194,0.658357,-1.844544,<=50K
-2.055609,0.502155,0.466387,-1.293905,0.071734,-1.500008,0.012716,0.040494,-0.614395,-1.226591,<=50K
-2.917236,-1.31942,1.051762,0.673323,-0.670255,1.678658,1.791926,-0.722857,0.368458,0.214729,<=50K
2.109689,0.095601,0.257107,2.743829,-0.426173,-1.409406,-0.427695,-0.698163,-0.709912,0.344462,<=50K
3.047996,-5.671249,-3.50991,0.38859,2.467346,1.128919,-1.703735,3.76722,-1.538711,-0.772128,<=50K
-2.307168,0.854021,0.239986,-1.212511,0.168057,-1.443895,0.010901,0.301716,-1.066039,-0.681902,>50K
-3.039601,-0.396035,0.722132,0.436619,-0.37047,1.495869,1.045456,-1.263412,0.195033,-0.230155,>50K
-1.975925,-0.984396,0.942112,-0.425806,-0.337116,-0.949621,-0.001847,0.336078,-0.451146,0.868676,<=50K
0.381699,-1.084062,-1.307655,1.781157,-2.88318,-1.972673,-2.481806,0.270345,0.706528,-0.376441,>50K
-1.398448,-2.510832,1.378076,0.216833,-0.701033,-0.291647,-0.310116,0.543549,1.093743,-0.148051,<=50K
-1.133028,-2.813865,-1.121134,-0.53585,1.894153,-1.11164,0.286273,0.199557,-1.19452,0.524783,<=50K
0.908083,0.002134,-0.265031,1.015425,1.501253,-0.414533,0.679141,0.901191,1.80404,0.785683,>50K
-3.33821,0.452885,0.189451,-0.019527,0.354764,2.753529,1.406915,-1.417688,0.321892,-2.352636,>50K
-3.462143,1.102155,-3.728256,-2.062644,3.036124,-0.852154,-1.183151,1.643655,1.010372,0.116373,>50K
-0.640147,2.07443,-4.187501,0.529067,3.870886,-1.14079,-1.326397,0.599126,2.387985,-0.892579,>50K
3.334927,0.196905,1.23441,-1.93323,-0.298809,0.611078,-1.470247,-1.105565,-0.269959,-0.701258,<=50K
-2.26102,0.884422,-0.155023,-1.179009,0.492231,-1.141096,-1.011164,1.313595,0.40793,-0.054567,<=50K
-2.02583,-0.871279,0.89533,-0.379645,0.032805,0.505917,0.482082,-0.508367,-0.154467,-0.767135,<=50K
3.057408,-0.284975,1.466236,-1.264001,-0.470563,0.261502,-0.410295,-1.195403,1.183521,0.126346,<=50K
-1.553483,3.200545,-1.335896,0.912648,1.566809,1.078682,0.67777,1.728297,2.351067,-2.715201,>50K
0.323636,3.411182,-0.556845,-0.055327,1.140815,1.369292,0.731461,0.392133,-0.860489,0.076842,<=50K
1.649319,-0.351735,-0.697215,0.442275,-3.613798,1.8645,0.469372,0.970717,-0.120645,0.463146,<=50K
-2.449056,0.791711,0.181505,-1.173407,0.217073,-1.416292,0.110047,0.745161,-1.350024,-0.656598,>50K
-1.416594,-2.070052,-0.533302,1.124752,-3.499628,-0.655608,0.283131,2.736986,0.068956,0.297714,<=50K
-2.572926,-0.678473,0.905813,0.035784,-0.56538,1.948519,0.76817,-1.44656,-0.572918,-0.698326,<=50K
-2.125151,-1.697042,1.199693,0.542368,-0.587951,-1.018412,0.645364,-0.364387,0.72284,1.058285,>50K
-0.993687,-1.006333,-1.149572,1.052926,-2.791715,-0.76912,-1.413886,1.691552,1.741034,-0.162727,<=50K
1.465568,-0.817905,1.558564,-0.778969,0.88598,1.788289,1.921093,-0.191608,1.316121,-1.436619,<=50K
-0.314822,-6.059621,-1.94085,0.134364,4.67988,1.380802,-2.479064,0.596457,-2.947737,0.761169,<=50K
-2.542181,0.70839,0.157309,0.31789,-0.504282,1.655449,-0.897831,-0.663154,-1.504291,0.485217,<=50K
-1.014105,-1.311694,-0.717082,0.054435,-2.727866,-1.004818,-0.199702,1.217653,0.246622,0.293028,<=50K
-2.058464,-0.215621,0.652604,-0.271364,-0.190821,-0.94744,-0.335361,-0.50799,-1.434094,-0.810879,>50K
-1.734336,0.035374,0.768425,-1.053484,-0.209833,-1.236868,0.020088,0.135886,-1.208979,-0.547619,>50K
2.940308,-2.397994,-1.375322,3.146566,-2.346677,-0.184895,-1.411044,3.751661,-0.37201,-1.871632,<=50K
-3.218142,2.004123,-0.615638,0.017005,-0.224072,0.927483,-0.395468,0.002478,-1.357022,0.606952,>50K
2.995649,0.130959,-0.782089,0.278192,-2.045018,-0.419323,-0.034,1.707793,-0.370403,-0.645396,<=50K
-1.510239,-1.861993,1.035663,0.19709,-0.558532,-1.427343,-0.016725,0.28997,0.652952,0.961337,<=50K
-2.273048,0.447018,0.371696,-1.466145,0.150465,-1.419277,0.217995,0.988821,-1.162116,-1.312512,>50K
-2.787027,-0.685221,0.808093,0.366084,-0.491004,1.88481,0.749109,-1.431848,-0.485764,-0.761987,<=50K
-2.061943,-1.129462,0.969837,-0.044349,-0.408661,-0.707917,-0.106544,-0.395105,-0.68561,0.17711,<=50K
0.142868,0.691289,-0.242272,2.909258,-0.428432,1.251611,-0.123033,0.652486,-0.782385,0.649742,<=50K
2.442461,1.107585,1.158882,-1.132265,0.594545,-0.375661,0.582312,-0.978337,-0.624913,-1.141397,<=50K
-3.081333,1.84847,-0.51397,-0.432105,0.002073,0.915644,-0.378923,0.234814,-1.142869,-0.124628,>50K
0.972476,0.912304,0.809995,-0.845957,0.804517,-0.130696,1.155937,0.79428,-1.561131,-0.502697,<=50K
2.002187,0.294444,0.987576,-1.132851,0.474392,0.440889,0.728373,0.529446,-0.56545,-0.246598,<=50K
1.60765,1.296617,-0.070101,2.325668,-0.07987,1.361896,0.204746,-0.341954,-0.582512,1.670759,<=50K
1.784551,1.147851,0.374831,1.659148,1.064506,-0.975649,0.617327,-0.286547,0.25574,0.227263,<=50K
0.213999,1.71615,-1.020108,-0.235707,2.138423,-0.662938,0.707017,1.939491,0.663063,-0.121775,<=50K
-0.778335,-6.861348,-1.705811,-0.125652,5.146969,3.024197,-1.58187,0.920382,-2.039168,-0.882639,<=50K
2.398606,0.46401,1.0976,-2.227143,-0.193684,0.410103,-0.813043,-0.122942,0.021195,0.048596,<=50K
-0.286672,2.858849,-0.494882,1.452851,1.222043,1.664257,0.580686,1.624211,-0.054287,2.198605,<=50K
-2.399601,0.62285,0.08095,-0.737709,0.284178,-1.130209,-0.821475,0.980176,-0.109741,-0.406071,<=50K
-2.858,0.093354,0.524339,-0.324479,-0.285477,0.95316,0.586389,-0.651249,-2.106081,-2.752598,<=50K
2.296419,0.148933,1.574476,-1.817075,-0.581027,0.343021,-0.253272,-0.628427,-0.406015,0.004112,<=50K
-1.779592,1.911514,-0.723762,0.494841,0.425958,0.28292,-1.558901,-1.843805,-1.209652,-0.917188,>50K
3.227264,-0.771943,1.842915,-1.765915,-0.203169,0.348815,-0.753024,-1.219439,1.073563,-1.837126,<=50K
-1.387367,-1.898548,1.086332,0.072349,-0.596583,-1.388928,-0.025967,0.30763,0.55678,1.0649,<=50K
-1.58911,-1.193276,1.216525,-0.272109,-0.547274,-1.184066,0.44461,-0.396545,0.064718,-0.342539,<=50K
1.691308,0.336318,0.620701,2.463059,0.8233,-0.966083,1.242095,-0.480974,1.070455,0.499174,<=50K
-1.933307,-1.672273,1.241678,0.459961,-0.884409,-0.95797,0.408112,0.05332,0.862598,1.064364,>50K
-1.733855,-1.789383,1.313165,-0.013714,-0.677471,-0.870543,0.530218,0.005,0.35494,1.214568,<=50K
-2.90987,-1.350052,0.917582,1.253023,-0.586556,1.543246,1.203335,-1.207763,0.938064,0.101501,<=50K
-2.168102,-1.728593,1.203566,0.416274,-0.58556,-0.96967,0.792922,-0.032382,0.453669,1.102461,>50K
0.643568,2.826183,-0.363493,0.729956,1.853592,-1.382012,0.773699,1.064797,0.586911,0.132281,<=50K
0.333344,1.898342,0.318995,-1.065134,0.929517,2.047693,1.102949,0.397139,-0.342215,-1.362545,<=50K
1.807595,-0.524601,1.536468,-1.047071,0.30753,0.040097,1.695266,1.176702,0.757351,1.266185,<=50K
-1.036249,-1.386452,-0.579747,0.190678,-3.204169,-0.396472,-0.396771,1.351861,-0.984881,-0.576646,>50K
3.31013,-4.779112,-2.836112,-0.707221,0.868417,2.458437,-0.79237,1.989753,0.342634,-1.11905,<=50K
-0.462685,2.767378,-0.527947,1.0389,1.916418,-0.89862,0.672438,1.717661,1.57831,0.956816,<=50K
-2.433292,0.812682,0.159174,-1.00095,0.228438,-1.470204,-0.053865,0.451837,-1.089166,-0.705148,>50K
-0.445265,-7.177983,-1.836148,-0.27942,4.90285,3.180088,-0.828903,0.037678,-0.813549,-0.665908,<=50K
-1.739104,-3.658579,-1.12489,-0.491497,2.472195,-0.013306,-0.743124,-0.100541,-0.410564,0.784736,<=50K
-2.502696,-2.720251,-1.373614,0.089908,2.544917,2.076828,0.4502,-1.098868,-0.306202,-1.510072,>50K
0.418002,3.349191,-0.38892,-0.280461,1.064471,1.629773,0.656382,0.814998,-1.063074,0.659688,<=50K
0.642327,0.767852,1.143323,-0.173027,0.229946,-0.923969,1.066583,-0.645005,-0.516229,-0.760414,<=50K
-0.889143,1.996565,-0.67052,-0.4632,0.752718,-1.907917,-3.092282,-1.022977,0.843427,-0.454721,>50K
1.957606,2.491549,0.329965,-0.983225,-0.439413,2.180637,-0.935971,-1.567392,-1.293798,1.521321,<=50K
3.256755,-1.053299,-1.801732,-0.846061,-0.493035,0.427666,-1.616337,1.955094,1.199542,0.011101,<=50K
0.919355,3.176009,-2.891018,3.123861,-1.730093,1.075732,-1.35358,2.099574,0.108132,0.041732,<=50K
1.689454,-0.416191,1.370334,-1.78244,-0.241919,-0.046431,-0.199878,-0.077447,-0.359111,-0.051393,<=50K
2.606822,1.173124,0.977451,-2.152363,0.124901,0.322237,-1.583629,-1.057505,0.741914,-0.376114,<=50K
2.559681,1.158164,0.968684,-2.176555,0.134292,0.338484,-1.509806,-0.89589,0.621015,-0.362277,<=50K
-1.853712,0.278545,0.415457,-1.500834,0.103566,-1.370869,-0.298825,0.897248,-1.154916,-1.078819,<=50K
2.135977,0.54966,0.434467,0.403021,0.257643,-0.592182,-0.644329,0.419274,1.025874,0.461546,<=50K
