@relation Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R4-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {<=50K,>50K}

@data
-3.464102,84.87049,-417192.149816,-53.693575,417181.757511,-12.124356,-417190.417765,-417112.475479,-417181.757511,417112.475479,<=50K
0,55.425626,-144544.836044,-51.961524,144532.711688,-10.392305,-144541.371942,-144468.625809,-144534.443739,144461.697605,>50K
1.732051,128.17176,-51734.625571,6.928203,51725.965317,-5.196152,-51736.357622,-51725.965317,-51732.89352,51725.965317,<=50K
1.732051,105.655099,-321324.869668,-60.621778,321300.620956,-20.78461,-321323.137617,-321212.286365,-321302.353007,321215.750467,>50K
0,64.08588,-119147.775053,-46.765372,119130.454545,-15.588457,-119144.310951,-119064.636614,-119137.382748,119062.904563,<=50K
0,71.014083,-382088.676099,-48.497423,382071.355591,-13.856406,-382081.747896,-382005.53766,-382073.087642,382000.341508,<=50K
0,38.105118,-88589.202655,-81.406388,88571.882147,-13.856406,-88589.202655,-88467.959098,-88575.346248,88467.959098,<=50K
0,38.105118,-94518.012569,-58.889727,94498.96001,-13.856406,-94512.816417,-94422.749775,-94502.424112,94422.749775,<=50K
0,129.903811,-48897.526348,-51.961524,48880.20584,-15.588457,-48892.330196,-48810.923808,-48881.937891,48809.191757,>50K
-1.732051,41.569219,-348874.869813,-46.765372,348857.549305,-15.588457,-348876.601864,-348788.267273,-348854.085203,348788.267273,<=50K
-1.732051,32.908965,-70037.206455,-24.248711,70019.885947,-13.856406,-70033.742353,-69969.656473,-70023.350048,69971.388524,<=50K
1.732051,53.693575,-328176.862662,-48.497423,328154.346002,-19.052559,-328173.398561,-328086.796021,-328157.810104,328081.599868,<=50K
-1.732051,93.530744,-347416.483033,-51.961524,347411.286881,-6.928203,-347416.483033,-347345.46895,-347413.018931,347338.540747,<=50K
0,103.923048,-160562.841912,15.588457,160543.789354,-13.856406,-160557.64576,-160540.325252,-160548.985506,160538.593201,<=50K
0,81.406388,-1151529.730701,-46.765372,1151500.285837,-24.248711,-1151524.534548,-1151432.735856,-1151502.017888,1151436.199957,<=50K
0,62.353829,-303349.646387,-58.889727,303334.05793,-12.124356,-303344.450234,-303259.579745,-303335.78998,303252.651542,<=50K
0,86.60254,-677280.363182,-27.712813,677263.042674,-22.51666,-677280.363182,-677211.08115,-677264.774725,677207.617048,<=50K
-1.732051,46.765372,-431845.299648,-51.961524,431827.97914,-15.588457,-431841.835546,-431750.036854,-431831.443241,431751.768904,<=50K
0,100.458947,-192565.944684,-50.229473,192552.088277,-12.124356,-192560.748531,-192484.538296,-192555.552379,192477.610093,<=50K
0,71.014083,-580160.8103,-46.765372,580143.489792,-17.320508,-580157.346198,-580072.475709,-580143.489792,580072.475709,<=50K
1.732051,67.549981,-610133.949525,-45.033321,610107.968763,-20.78461,-610130.485423,-610040.418781,-610114.896966,610040.418781,<=50K
-1.732051,62.353829,-301056.411118,-36.373067,301039.09061,-13.856406,-301052.947016,-300976.73678,-301042.554711,300978.468831,<=50K
1.732051,95.262794,-269269.814697,-60.621778,269245.565986,-20.78461,-269268.082646,-269157.231395,-269247.298037,269160.695496,<=50K
0,43.30127,-127650.412467,-74.478185,127629.627857,-13.856406,-127645.216315,-127537.829165,-127636.556061,127536.097114,<=50K
1.732051,39.837169,-394226.888158,-38.105118,394204.371498,-17.320508,-394226.888158,-394138.553567,-394206.103549,394140.285618,<=50K
0,81.406388,-280041.438669,-51.961524,280034.510466,-12.124356,-280044.902771,-279963.496383,-280031.046365,279961.764332,<=50K
1.732051,119.511506,-131499.029361,-32.908965,131486.905006,-12.124356,-131497.297311,-131433.211431,-131492.101158,131433.211431,<=50K
-3.464102,79.674337,-420127.975935,-45.033321,420115.851579,-17.320508,-420129.707986,-420039.641344,-420114.119528,420043.105445,<=50K
-1.732051,13392.216844,-623181.488258,-48.497423,609842.964989,-17.320508,-596546.01094,-609773.682957,-609848.161142,609775.415008,>50K
-1.732051,41.569219,-276684.724204,-81.406388,276662.207544,-17.320508,-276679.528052,-276560.016546,-276667.403696,276560.016546,<=50K
-2753.960784,32.908965,-227312.615935,-46.765372,224541.334642,2741.836428,-224555.191049,-224475.516712,-227300.491579,224473.784661,<=50K
-1.732051,79.674337,-312990.241182,-46.765372,312971.188623,-12.124356,-312988.509131,-312905.370692,-312976.384775,312901.906591,<=50K
3.464102,64.08588,-328978.802186,-62.353829,328951.089373,-20.78461,-328975.338085,-328866.218884,-328958.017577,328867.950935,>50K
-3.464102,64.08588,-708753.458406,-57.157677,708736.137898,-15.588457,-708751.726356,-708658.195612,-708739.602,708659.927663,<=50K
-1.732051,71.014083,-192713.169003,-53.693575,192692.384393,-15.588457,-192709.704901,-192621.37031,-192695.848494,192621.37031,<=50K
1.732051,102.190998,-509929.614155,-39.837169,509908.829545,-24.248711,-509929.614155,-509837.815462,-509912.293647,509839.547513,<=50K
0,65.817931,-299171.939839,-50.229473,299156.351382,-12.124356,-299166.743687,-299090.533451,-299158.083432,299083.605248,<=50K
-2755.692835,55.425626,-75193.521709,-74.478185,72422.240417,2740.104378,-72436.096823,-72332.173775,-75181.397353,72325.245572,<=50K
0,105.655099,-193944.657127,-5.196152,193923.872517,-15.588457,-193941.193025,-193897.891755,-193929.068669,193897.891755,<=50K
1.732051,76.210236,-429345.950333,-77.942286,429321.701621,-20.78461,-429344.218282,-429216.046522,-429323.433672,429219.510624,>50K
0,102.190998,-197531.734349,-46.765372,197510.94974,-19.052559,-197530.002298,-197441.667707,-197509.217689,197438.203606,<=50K
1.732051,64.08588,-618073.670427,-41.569219,618063.278122,-12.124356,-618077.134529,-618002.656344,-618066.742224,618000.924293,<=50K
1.732051,43.30127,-311150.803224,-45.033321,311135.214767,-12.124356,-311149.071173,-311067.664785,-311138.678868,311065.932735,<=50K
0,57.157677,-34391.600835,-50.229473,34376.012378,-12.124356,-34386.404683,-34310.194447,-34377.744429,34303.266244,<=50K
-1.732051,71.014083,-401312.708012,-48.497423,401297.119555,-13.856406,-401309.24391,-401227.837523,-401300.583656,401229.569573,>50K
0,43.30127,-363645.7991,-45.033321,363630.210643,-15.588457,-363644.067049,-363560.92861,-363630.210643,363559.19656,<=50K
0,90.066642,-342081.766546,-50.229473,342067.910139,-12.124356,-342076.570393,-342000.360158,-342071.374241,341995.164005,<=50K
0,55.425626,-454573.270345,-39.837169,454557.681888,-12.124356,-454571.538294,-454497.060109,-454559.413938,454497.060109,>50K
0,77.942286,-490260.445184,-60.621778,490234.464422,-22.51666,-490256.981082,-490146.129831,-490236.196473,490149.593932,>50K
0,136.832014,-250350.623726,-31.176915,250341.963472,-15.588457,-250352.355777,-250286.537846,-250341.963472,250286.537846,<=50K
-1.732051,53.693575,-144544.836044,-48.497423,144534.443739,-13.856406,-144544.836044,-144465.161707,-144536.17579,144466.893758,<=50K
0,41.569219,-373173.810592,-50.229473,373156.490084,-13.856406,-373170.346491,-373090.672154,-373159.954186,373088.940103,<=50K
-1.732051,96.994845,-464639.949638,-86.60254,464626.093232,-12.124356,-464634.753486,-464520.438133,-464627.825283,464515.24198,<=50K
0,67.549981,-313542.765389,-62.353829,313523.71283,-12.124356,-313539.301288,-313447.502595,-313525.444881,313445.770544,<=50K
-3772.406659,71.014083,-242367.601554,-128.17176,238564.01798,3755.086151,-238584.80259,-238420.257763,-242341.620792,238421.989814,<=50K
-1.732051,34.641016,-339100.907106,-22.51666,339081.854547,-13.856406,-339099.175055,-339040.285328,-339087.050699,339036.821226,<=50K
0,77.942286,-216852.761108,-50.229473,216845.832904,-10.392305,-216856.225209,-216774.818821,-216844.100854,216773.08677,<=50K
1.732051,46.765372,-101610.760626,-50.229473,101589.976016,-15.588457,-101607.296524,-101524.158086,-101591.708067,101520.693984,<=50K
-1.732051,62.353829,-437050.112325,-58.889727,437046.648223,-1.732051,-437046.648223,-436979.098242,-437048.380274,436975.63414,<=50K
-1.732051,53.693575,-201815.095996,-50.229473,201797.775488,-15.588457,-201808.167793,-201730.225507,-201799.507539,201730.225507,<=50K
1.732051,60.621778,-289254.216915,-43.30127,289233.432305,-19.052559,-289255.948966,-289160.686171,-289231.700254,289165.882324,>50K
0,39.837169,-648088.378871,-53.693575,648071.058363,-15.588457,-648084.91477,-648003.508382,-648072.790414,647998.312229,<=50K
-2979.127389,51.961524,-167766.441221,-20.78461,164775.189476,2963.538932,-164790.777934,-164731.888206,-167756.048916,164731.888206,<=50K
0,51.961524,-340862.402777,-48.497423,340846.81432,-12.124356,-340860.670726,-340777.532288,-340848.546371,340777.532288,<=50K
-1.732051,13400.877098,-335790.958013,-57.157677,322459.362947,-13.856406,-309155.480694,-322381.42066,-322462.827048,322383.152711,>50K
0,43.30127,-425450.568066,-13.856406,425440.175762,-12.124356,-425452.300117,-425408.998847,-425441.907812,425407.266796,<=50K
1.732051,43.30127,-276686.456255,-41.569219,276667.403696,-20.78461,-276688.188306,-276594.657562,-276667.403696,276598.121664,<=50K
1.732051,51.961524,-224936.242227,-46.765372,224915.457617,-13.856406,-224932.778125,-224849.639686,-224920.653769,224846.175585,<=50K
-1.732051,5800.638155,-322419.525778,-69.282032,316637.940182,-13.856406,-310896.191755,-316553.069693,-316639.672233,316547.87354,<=50K
0,69.282032,-544438.994445,-48.497423,544419.941886,-13.856406,-544433.798292,-544352.391904,-544425.138038,544350.659854,>50K
0,60.621778,-178385.644722,-38.105118,178361.396011,-25.980762,-178383.912672,-178290.381928,-178363.128062,178292.113979,>50K
0,100.458947,-74431.419354,-43.30127,74407.170642,-19.052559,-74429.687303,-74334.424508,-74405.438592,74341.352712,>50K
-1.732051,34.641016,-444035.473232,-48.497423,444023.348876,-8.660254,-444035.473232,-443959.262996,-444026.812978,443955.798894,<=50K
0,50.229473,-236049.080208,-39.837169,236036.955852,-6.928203,-236049.080208,-235983.262277,-236035.223801,235983.262277,<=50K
-1.732051,58.889727,-492990.157257,-46.765372,492967.640596,-17.320508,-492984.961104,-492900.090615,-492972.836749,492900.090615,<=50K
-1.732051,34.641016,-321406.276056,-20.78461,321387.223497,-12.124356,-321404.544005,-321347.386328,-321392.419649,321343.922227,<=50K
0,86.60254,-240516.039241,-43.30127,240490.058479,-22.51666,-240512.575139,-240419.044395,-240491.790529,240422.508497,>50K
0,65.817931,-58013.309749,-51.961524,57999.453342,-10.392305,-58011.577698,-57933.635412,-58004.649495,57931.903361,<=50K
0,8743.392477,-154731.026843,-60.621778,146022.275383,-22.51666,-137362.021345,-145933.940792,-146024.007434,145937.404893,<=50K
1.732051,173270.898688,-560999.132216,-90.066642,387771.534799,-24.248711,-214594.166855,-387653.755344,-387778.463002,387652.023293,>50K
0,102.190998,-259225.652064,-64.08588,259204.867454,-15.588457,-259218.723861,-259119.996965,-259210.063607,259119.996965,<=50K
1.732051,64.08588,-604059.647343,-72.746134,604031.93453,-24.248711,-604057.915292,-603929.743532,-604037.130682,603929.743532,<=50K
-1.732051,34.641016,-407813.094693,-38.105118,407795.774185,-13.856406,-407813.094693,-407738.616508,-407800.970337,407736.884457,<=50K
0,36.373067,-59781.733623,-41.569219,59760.949014,-10.392305,-59776.537471,-59707.255439,-59766.145166,59703.791337,<=50K
1.732051,67.549981,-600976.596905,-50.229473,600959.276397,-12.124356,-600971.400753,-600893.458467,-600961.008448,600888.262314,<=50K
-1.732051,79.674337,-332924.413926,-64.08588,332914.021621,-8.660254,-332922.681875,-332836.079335,-332915.753672,332839.543436,<=50K
-3.464102,36.373067,-529806.629222,-72.746134,529789.308714,-15.588457,-529804.897172,-529695.777971,-529792.772816,529697.510022,<=50K
0,57.157677,-801757.65857,-74.478185,801748.998316,-10.392305,-801759.39062,-801662.395775,-801747.266265,801662.395775,<=50K
0,67.549981,-155058.384446,-43.30127,155032.403684,-20.78461,-155053.188294,-154959.65755,-155034.135735,154964.853702,<=50K
-1.732051,65.817931,-346687.289643,-83.138439,346675.165287,-13.856406,-346687.289643,-346572.97429,-346680.36144,346572.97429,<=50K
0,50.229473,-310825.177672,-50.229473,310807.857164,-12.124356,-310821.713571,-310742.039234,-310809.589215,310738.575132,<=50K
0,45.033321,-361948.389308,-60.621778,361937.997004,-10.392305,-361950.121359,-361870.447022,-361936.264953,361870.447022,<=50K
0,53.693575,-69553.96428,-43.30127,69527.983517,-22.51666,-69550.500178,-69456.969434,-69529.715568,69460.433536,>50K
0,81.406388,-99525.371454,-48.497423,99509.782996,-17.320508,-99525.371454,-99442.233015,-99514.979149,99442.233015,>50K
0,71.014083,-567392.131747,-48.497423,567373.079188,-17.320508,-567388.667645,-567303.797155,-567376.543289,567305.529206,<=50K
0,26100.273619,-288040.049299,-48.497423,262003.861559,-13.856406,-235995.386633,-261931.115425,-262000.397458,261932.847476,>50K
0,72.746134,-459466.313876,-57.157677,459452.45747,-8.660254,-459462.849775,-459384.907488,-459454.189521,459386.639539,<=50K
0,6065.641928,-359074.917019,-48.497423,353052.576361,-15.588457,-347064.876719,-352983.294328,-353056.040462,352985.026379,<=50K
0,86.60254,-284066.724746,-13.856406,284056.332441,-13.856406,-284064.992695,-284021.691425,-284058.064492,284018.227324,>50K
0,79.674337,-49004.913499,-45.033321,48982.396838,-20.78461,-49006.645549,-48914.846857,-48987.59299,48914.846857,>50K
3.464102,26107.201822,-533882.144773,-72.746134,507828.636525,-27.712813,-481835.750056,-507726.445528,-507832.100627,507726.445528,>50K
3.464102,26089.881314,-397786.252568,-38.105118,371744.868676,-29.444864,-345757.178359,-371677.318695,-371746.600727,371677.318695,>50K
-1.732051,34.641016,-638887.724981,-12.124356,638866.940372,-12.124356,-638885.992931,-638837.495508,-638872.136524,638835.763457,<=50K
1.732051,74.478185,-612124.075903,-51.961524,612099.827192,-20.78461,-612122.343852,-612020.152854,-612101.559242,612023.616956,<=50K
1.732051,57.157677,-280171.34248,-57.157677,280147.093769,-17.320508,-280166.146327,-280072.615584,-280154.021972,280070.883533,<=50K
0,31.176915,-169692.481719,-29.444864,169673.42916,-10.392305,-169689.017618,-169626.663788,-169678.625313,169624.931738,<=50K
1.732051,107.38715,-271162.94623,-39.837169,271136.965468,-24.248711,-271162.94623,-271071.147537,-271140.429569,271069.415486,>50K
0,86.60254,-343146.977792,-41.569219,343127.925233,-20.78461,-343150.441894,-343055.1791,-343126.193183,343058.643201,<=50K
-1.732051,79.674337,-95929.633977,-46.765372,95915.777571,-13.856406,-95929.633977,-95844.763488,-95917.509622,95844.763488,<=50K
0,57.157677,-300935.167561,-60.621778,300909.186799,-22.51666,-300931.703459,-300820.852208,-300910.91885,300824.316309,>50K
0,88.334591,-648822.768414,-84.87049,648805.447906,-15.588457,-648819.304312,-648699.792806,-648803.715855,648699.792806,<=50K
-3.464102,67.549981,-301962.27369,-48.497423,301948.417283,-15.588457,-301964.005741,-301880.867302,-301953.613436,301880.867302,<=50K
-1.732051,100.458947,-135359.770612,-48.497423,135344.182154,-13.856406,-135356.30651,-135274.900122,-135347.646256,135276.632173,>50K
0,112.583302,-329666.426357,-10.392305,329650.8379,-15.588457,-329664.694306,-329617.928934,-329650.8379,329617.928934,<=50K
0,46.765372,-54310.185122,-67.549981,54299.792817,-10.392305,-54311.917173,-54216.654379,-54304.98897,54213.190277,<=50K
0,71.014083,-421950.093384,-60.621778,421936.236978,-3.464102,-421943.165181,-421870.419047,-421943.165181,421868.686996,<=50K
-3.464102,77.942286,-233276.066865,-45.033321,233255.282255,-17.320508,-233270.870713,-233186.000223,-233260.478408,233187.732274,<=50K
0,51.961524,-341274.630869,-51.961524,341250.382158,-17.320508,-341271.166768,-341181.100126,-341255.57831,341182.832177,<=50K
-1.732051,86.60254,-203838.13134,-46.765372,203815.614679,-17.320508,-203832.935187,-203748.064698,-203820.810831,203748.064698,>50K
1.732051,50.229473,-294152.456599,-60.621778,294124.743786,-20.78461,-294145.528395,-294038.141245,-294131.671989,294041.605347,>50K
0,72.746134,-1036822.933919,-74.478185,1036816.005716,-10.392305,-1036824.66597,-1036729.403175,-1036810.809563,1036727.671124,<=50K
-1.732051,71.014083,-212827.475031,-39.837169,212799.762218,-25.980762,-212824.010929,-212728.748135,-212804.95837,212732.212236,>50K
-1.732051,58.889727,-287944.786504,-29.444864,287930.930098,-15.588457,-287946.518555,-287875.504472,-287929.198047,287875.504472,<=50K
0,5064.516561,-330329.801816,-48.497423,325313.782678,-13.856406,-320330.672504,-325246.232696,-325318.97883,325246.232696,<=50K
0,12699.396521,-603191.889888,-77.942286,590525.402333,-20.78461,-577905.680149,-590418.015182,-590527.134383,590423.211335,>50K
-3.464102,90.066642,-337401.765264,-48.497423,337387.908857,-15.588457,-337403.497314,-337320.358876,-337393.10501,337320.358876,<=50K
-3.464102,105.655099,-400680.509467,-48.497423,400663.188959,-15.588457,-400678.777417,-400593.906927,-400666.653061,400595.638978,<=50K
-1.732051,64.08588,-529325.119098,-46.765372,529307.79859,-15.588457,-529319.922945,-529240.248608,-529309.530641,529240.248608,<=50K
-1.732051,32.908965,-44063.372545,-19.052559,44046.052036,-13.856406,-44059.908443,-44001.018715,-44049.516138,44002.750766,<=50K
0,13393.948895,-347243.277952,-43.30127,333903.022632,-22.51666,-320611.264735,-333832.008549,-333903.022632,333835.472651,>50K
-1.732051,65.817931,-600136.552264,-53.693575,600119.231756,-17.320508,-600134.820213,-600041.289469,-600122.695857,600041.289469,<=50K
-1.732051,38.105118,-591284.040586,-64.08588,591266.720078,-15.588457,-591284.040586,-591181.849589,-591270.18418,591181.849589,<=50K
0,51.961524,-512028.859734,-50.229473,512015.003327,-12.124356,-512028.859734,-511947.453346,-512016.735378,511943.989244,<=50K
1.732051,71.014083,-292624.787786,-36.373067,292605.735227,-15.588457,-292619.591634,-292553.773703,-292609.199329,292548.577551,<=50K
1.732051,5831.815069,-384335.145996,-43.30127,378558.756553,-20.78461,-372817.008126,-378486.010419,-378557.024502,378486.010419,<=50K
0,64.08588,-583015.230031,-53.693575,582999.641574,-3.464102,-583008.301828,-582942.483897,-583008.301828,582940.751846,<=50K
1.732051,41.569219,-533847.503756,-8.660254,533821.522994,-19.052559,-533845.771706,-533792.078131,-533828.451198,533792.078131,<=50K
1.732051,67.549981,-618660.835651,-76.210236,618641.783092,-20.78461,-618657.371549,-618539.592094,-618646.979244,618537.860043,<=50K
0,93.530744,-791985.427913,-39.837169,791955.98305,-24.248711,-791978.49971,-791884.968966,-791959.447151,791888.433068,<=50K
-1.732051,79.674337,-493307.122554,-81.406388,493282.873843,-15.588457,-493300.194351,-493180.682846,-493288.069996,493182.414896,<=50K
-1.732051,32.908965,-310787.072555,-48.497423,310768.019996,-12.124356,-310785.340504,-310702.202065,-310771.484097,310700.470014,<=50K
1.732051,86.60254,-629456.708334,-62.353829,629437.655775,-19.052559,-629461.904487,-629349.321184,-629437.655775,629352.785286,>50K
0,29.444864,-241084.151906,-8.660254,241070.295499,-5.196152,-241078.955753,-241046.046788,-241073.759601,241047.778839,<=50K
0,58.889727,-352458.482934,-48.497423,352439.430375,-13.856406,-352453.286781,-352371.880393,-352444.626527,352371.880393,<=50K
0,62.353829,-194968.299154,-55.425626,194947.514544,-13.856406,-194959.6389,-194869.572258,-194952.710697,194871.304309,<=50K
0,91.798693,-172313.074591,-46.765372,172297.486134,-12.124356,-172307.878439,-172235.132305,-172300.950235,172229.936152,<=50K
0,83.138439,-162293.160669,-50.229473,162274.10811,-13.856406,-162287.964517,-162206.558129,-162277.572212,162206.558129,>50K
-1.732051,65.817931,-382080.015845,-48.497423,382064.427388,-13.856406,-382076.551743,-381995.145355,-382067.891489,381996.877406,<=50K
-1.732051,109.119201,-337135.029439,-34.641016,337122.905084,-13.856406,-337135.029439,-337069.211509,-337128.101236,337069.211509,<=50K
-1.732051,91.798693,-268111.072707,-65.817931,268095.48425,-13.856406,-268107.608605,-268008.881709,-268098.948351,268010.61376,>50K
0,71.014083,-280800.076923,-64.08588,280782.756415,-19.052559,-280800.076923,-280694.421824,-280782.756415,280692.689773,<=50K
0,39.837169,-371614.964866,-62.353829,371597.644357,-15.588457,-371614.964866,-371512.773868,-371601.108459,371512.773868,<=50K
0,32.908965,-280472.71932,-50.229473,280458.862914,-15.588457,-280470.98727,-280384.384729,-280462.327016,280384.384729,<=50K
-3.464102,79.674337,-360179.965434,-48.497423,360164.376977,-17.320508,-360179.965434,-360091.630843,-360162.644926,360093.362894,>50K
-1.732051,46.765372,-449222.9654,-57.157677,449207.376943,-8.660254,-449222.9654,-449139.826961,-449209.108994,449141.559012,<=50K
1.732051,102.190998,-360974.976755,-58.889727,360952.460094,-24.248711,-360971.512653,-360865.857554,-360954.192145,360862.393452,<=50K
0,69.282032,-201621.106306,-43.30127,201595.125544,-22.51666,-201617.642204,-201524.111461,-201596.857595,201527.575562,>50K
-1.732051,58.889727,-415319.802893,-65.817931,415309.410588,-1.732051,-415316.338791,-415241.860607,-415316.338791,415240.128556,<=50K
0,98.726896,-301998.646757,-51.961524,301984.79035,-13.856406,-301998.646757,-301915.508318,-301986.522401,301913.776267,<=50K
0,26107.201822,-102887.282071,-74.478185,76844.166129,-17.320508,-50833.959151,-76752.367436,-76851.094332,76752.367436,>50K
-1.732051,53.693575,-327030.245028,-57.157677,327011.192469,-20.78461,-327030.245028,-326919.393776,-327011.192469,326924.589929,<=50K
1.732051,72.746134,-86834.635187,-65.817931,86812.118526,-15.588457,-86824.242882,-86728.980087,-86817.314679,86723.783935,<=50K
1.732051,13380.092488,-206285.519131,-43.30127,192948.727912,-19.052559,-179655.237964,-192875.981778,-192946.995862,192881.177931,>50K
1.732051,45.033321,-263351.397088,-43.30127,263328.880427,-17.320508,-263353.129138,-263263.062496,-263334.07658,263261.330446,<=50K
0,27.712813,-240774.114811,0,240761.990455,-10.392305,-240775.846862,-240742.937896,-240763.722506,240741.205846,<=50K
0,83.138439,-431801.998378,-43.30127,431784.67787,-20.78461,-431801.998378,-431710.199685,-431777.749666,431710.199685,<=50K
-1.732051,65.817931,-446411.84694,-46.765372,446392.794381,-13.856406,-446410.114889,-446326.97645,-446397.990533,446325.244399,<=50K
-1.732051,38.105118,-196040.438604,-12.124356,196023.118096,-12.124356,-196040.438604,-195991.941181,-196028.314248,195990.20913,<=50K
0,34.641016,-261830.656479,-19.052559,261811.60392,-12.124356,-261828.924428,-261771.766751,-261816.800072,261770.0347,<=50K
0,60.621778,-805994.254845,-43.30127,805968.274083,-20.78461,-805989.058692,-805895.527949,-805970.006134,805900.724101,<=50K
0,34.641016,-617961.087124,-46.765372,617947.230718,-12.124356,-617961.087124,-617879.680736,-617948.962769,617879.680736,<=50K
-1.732051,65.817931,-631836.546144,-48.497423,631820.957687,-13.856406,-631833.082042,-631751.675654,-631824.421788,631753.407705,>50K
