@relation Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R100-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {<=50K,>50K}

@data
-13.856406,0,72.746134,-119198.004526,0,-3.464102,-136.832014,119059.440461,124.707658,3.464102,<=50K
-13.856406,-3.464102,72.746134,-382147.565826,0,-3.464102,-143.760217,382000.341508,131.635861,0,<=50K
-13.856406,0,110.851252,-88606.523163,0,-3.464102,-142.028166,88466.227047,129.903811,0,<=50K
-12.124356,-1.732051,79.674337,-94540.52923,0,-1.732051,-117.779455,94422.749775,105.655099,0,<=50K
-13.856406,0,71.014083,-49011.841702,0,-1.732051,-199.185843,48810.923808,187.061487,3.464102,>50K
-12.124356,-3.464102,71.014083,-348900.850575,0,-3.464102,-112.583302,348783.07112,98.726896,1.732051,<=50K
-15.588457,0,53.693575,-70047.59876,0,-5.196152,-81.406388,69967.924423,71.014083,0,<=50K
-19.052559,-1.732051,72.746134,-328209.771628,1.732051,-1.732051,-124.707658,328081.599868,103.923048,1.732051,<=50K
-10.392305,-3.464102,72.746134,-347501.353523,0,-3.464102,-162.812776,347340.272797,150.68842,-1.732051,<=50K
-12.124356,0,8.660254,-160649.444453,1.732051,-1.732051,-109.119201,160538.593201,96.994845,3.464102,<=50K
-17.320508,0,72.746134,-1151585.156327,0,-1.732051,-148.956369,1151436.199957,128.17176,3.464102,<=50K
-13.856406,-3.464102,79.674337,-303399.87586,1.732051,-1.732051,-142.028166,303252.651542,128.17176,1.732051,<=50K
-20.78461,0,53.693575,-677344.449062,0,-5.196152,-138.564065,677204.152947,119.511506,3.464102,<=50K
-13.856406,0,81.406388,-431867.816308,0,-5.196152,-121.243557,431746.572752,112.583302,1.732051,<=50K
-13.856406,-1.732051,71.014083,-192650.815173,1.732051,-3.464102,-169.740979,192479.342144,155.884573,0,<=50K
-13.856406,0,71.014083,-580216.235926,0,0,-143.760217,580070.743658,131.635861,1.732051,<=50K
-17.320508,1.732051,72.746134,-610175.518744,1.732051,-1.732051,-135.099963,610040.418781,116.047404,3.464102,<=50K
-15.588457,0,65.817931,-301096.248286,0,-5.196152,-122.975607,300975.00473,112.583302,0,<=50K
-19.052559,1.732051,90.066642,-269339.096729,0,0,-180.133284,269160.695496,164.544827,1.732051,<=50K
-13.856406,0,100.458947,-127674.661178,-1.732051,0,-138.564065,127536.097114,126.439709,1.732051,<=50K
-20.78461,1.732051,69.282032,-394242.476616,-1.732051,0,-103.923048,394136.821516,88.334591,-1.732051,<=50K
-6.928203,-3.464102,67.549981,-280110.720702,-1.732051,-3.464102,-150.68842,279956.56818,142.028166,-1.732051,<=50K
-15.588457,-3.464102,53.693575,-131599.488308,0,-3.464102,-169.740979,131434.943482,164.544827,-1.732051,<=50K
-15.588457,0,71.014083,-420192.061815,1.732051,-3.464102,-147.224319,420034.445191,138.564065,3.464102,<=50K
-17.320508,13314.274558,74.478185,-623236.913884,3.464102,0,-143.760217,609778.879109,131.635861,5.196152,>50K
-13.856406,0,110.851252,-276705.508814,0,-5.196152,-147.224319,276560.016546,135.099963,3.464102,<=50K
-2766.08514,-1.732051,72.746134,-227331.668493,0,-2755.692835,-102.190998,227222.549293,-2660.43004,2753.960784,<=50K
-15.588457,0,74.478185,-313050.86296,0,-3.464102,-148.956369,312898.442489,135.099963,1.732051,<=50K
-17.320508,1.732051,91.798693,-329015.175253,0,0,-148.956369,328869.682986,131.635861,1.732051,>50K
-13.856406,0,84.87049,-708796.759677,1.732051,-5.196152,-140.296115,708659.927663,126.439709,5.196152,<=50K
-13.856406,-1.732051,76.210236,-192765.130527,0,-3.464102,-145.492268,192621.37031,131.635861,1.732051,<=50K
-22.51666,0,74.478185,-510005.82439,0,0,-171.47303,509837.815462,152.420471,-3.464102,<=50K
-13.856406,-3.464102,71.014083,-299225.633414,1.732051,-1.732051,-136.832014,299083.605248,122.975607,1.732051,<=50K
-2771.281292,-1.732051,98.726896,-75228.162725,-1.732051,-2757.424886,-148.956369,75080.938406,-2620.592872,2753.960784,<=50K
-13.856406,0,32.908965,-194029.527616,0,-1.732051,-133.367912,193897.891755,122.975607,1.732051,<=50K
-19.052559,1.732051,107.38715,-429396.179806,0,0,-178.401233,429219.510624,162.812776,1.732051,>50K
-20.78461,-1.732051,71.014083,-197613.140737,1.732051,-1.732051,-171.47303,197438.203606,150.68842,3.464102,<=50K
-12.124356,-1.732051,60.621778,-618120.435799,0,-3.464102,-119.511506,617997.460191,114.315353,1.732051,<=50K
-10.392305,0,74.478185,-311178.516037,0,0,-112.583302,311062.468633,103.923048,-1.732051,<=50K
-13.856406,-3.464102,71.014083,-34436.634156,1.732051,-1.732051,-128.17176,34303.266244,114.315353,1.732051,<=50K
-12.124356,0,74.478185,-401366.401587,1.732051,-3.464102,-138.564065,401229.569573,126.439709,3.464102,>50K
-13.856406,0,71.014083,-363673.511913,-1.732051,0,-114.315353,363552.268356,103.923048,0,<=50K
-13.856406,-3.464102,71.014083,-342159.708832,1.732051,-3.464102,-161.080725,341996.896056,148.956369,-1.732051,<=50K
-15.588457,0,64.08588,-454613.107513,1.732051,-3.464102,-117.779455,454495.328058,103.923048,-1.732051,>50K
-19.052559,1.732051,91.798693,-490312.406708,0,-3.464102,-164.544827,490149.593932,147.224319,3.464102,>50K
-15.588457,-1.732051,50.229473,-250475.331384,0,-3.464102,-190.525589,250283.073745,176.669182,0,<=50K
-13.856406,-3.464102,74.478185,-144588.137314,1.732051,-3.464102,-124.707658,144463.429656,110.851252,1.732051,<=50K
-10.392305,-1.732051,72.746134,-373198.059304,1.732051,-5.196152,-109.119201,373085.476001,95.262794,0,<=50K
-15.588457,-3.464102,109.119201,-464726.552179,3.464102,0,-204.381995,464511.777879,190.525589,3.464102,<=50K
-12.124356,-3.464102,84.87049,-313598.191015,1.732051,-3.464102,-150.68842,313442.306443,135.099963,0,<=50K
-3794.923319,-1.732051,147.224319,-242409.170773,1.732051,-3775.870761,-216.506351,242194.396473,-3574.952867,3777.602811,<=50K
-13.856406,0,50.229473,-339114.763512,0,-3.464102,-77.942286,339031.625074,65.817931,3.464102,<=50K
-8.660254,-3.464102,69.282032,-216922.04314,0,-3.464102,-148.956369,216769.622669,140.296115,-1.732051,<=50K
-17.320508,-1.732051,74.478185,-101638.473439,3.464102,-5.196152,-116.047404,101517.229882,96.994845,1.732051,<=50K
-1.732051,0,72.746134,-437103.8059,1.732051,-3.464102,-133.367912,436975.63414,124.707658,0,<=50K
-12.124356,0,72.746134,-201851.469063,1.732051,-3.464102,-119.511506,201730.225507,105.655099,3.464102,<=50K
-22.51666,1.732051,72.746134,-289290.589982,0,-1.732051,-129.903811,289164.150273,112.583302,-3.464102,>50K
-13.856406,0,74.478185,-648110.895532,0,0,-110.851252,647998.312229,95.262794,0,<=50K
-2992.983795,0,46.765372,-167801.082237,0,-2982.591491,-95.262794,167704.087392,-2895.98895,2979.127389,<=50K
-15.588457,0,72.746134,-340898.775844,1.732051,-3.464102,-122.975607,340775.800237,109.119201,-1.732051,<=50K
-12.124356,13316.006609,83.138439,-335858.507994,1.732051,-3.464102,-161.080725,322383.152711,148.956369,3.464102,>50K
-8.660254,-3.464102,39.837169,-425485.209083,-1.732051,0,-81.406388,425398.606542,72.746134,1.732051,<=50K
-17.320508,1.732051,72.746134,-276703.776763,0,-1.732051,-109.119201,276592.925511,95.262794,0,<=50K
-17.320508,0,74.478185,-224965.68709,0,-3.464102,-119.511506,224842.711483,103.923048,0,<=50K
-15.588457,5759.068935,95.262794,-322440.310388,1.732051,-3.464102,-133.367912,316544.409439,116.047404,0,<=50K
-12.124356,0,72.746134,-544490.955969,1.732051,-1.732051,-138.564065,544350.659854,126.439709,3.464102,>50K
-19.052559,1.732051,76.210236,-178416.821637,0,-3.464102,-128.17176,178286.917826,110.851252,0,>50K
-25.980762,0,71.014083,-74502.433437,0,-3.464102,-169.740979,74336.156559,148.956369,0,>50K
-10.392305,-1.732051,71.014083,-444061.453994,-3.464102,-1.732051,-109.119201,443952.334793,98.726896,-5.196152,<=50K
-6.928203,0,55.425626,-236087.185326,-1.732051,-1.732051,-105.655099,235978.066125,98.726896,0,<=50K
-13.856406,0,76.210236,-493028.262374,0,-5.196152,-129.903811,492900.090615,117.779455,3.464102,<=50K
-15.588457,0,48.497423,-321421.864513,0,-3.464102,-77.942286,321340.458125,64.08588,1.732051,<=50K
-19.052559,1.732051,74.478185,-240576.661019,0,-3.464102,-155.884573,240422.508497,138.564065,3.464102,>50K
-8.660254,-3.464102,72.746134,-58068.735375,0,-1.732051,-136.832014,57931.903361,128.17176,1.732051,<=50K
-19.052559,8684.502749,91.798693,-154765.66786,0,-3.464102,-147.224319,145937.404893,129.903811,3.464102,<=50K
-24.248711,173203.348706,121.243557,-561040.701435,1.732051,0,-190.525589,387646.82714,168.008928,1.732051,>50K
-12.124356,0,91.798693,-259310.522554,0,-3.464102,-190.525589,259119.996965,180.133284,1.732051,<=50K
-22.51666,0,105.655099,-604094.288359,1.732051,0,-168.008928,603928.011482,147.224319,0,<=50K
-15.588457,0,64.08588,-407828.68315,-1.732051,-3.464102,-93.530744,407729.956254,81.406388,3.464102,<=50K
-13.856406,-1.732051,64.08588,-59802.518233,0,-3.464102,-96.994845,59702.059286,81.406388,-1.732051,<=50K
-13.856406,-3.464102,72.746134,-601030.29048,0,0,-138.564065,600889.994365,126.439709,0,<=50K
-6.928203,1.732051,83.138439,-332990.231857,1.732051,-3.464102,-155.884573,332837.811386,148.956369,5.196152,<=50K
-13.856406,0,100.458947,-529822.21768,1.732051,-5.196152,-128.17176,529697.510022,114.315353,5.196152,<=50K
-8.660254,0,83.138439,-801806.155992,0,-1.732051,-147.224319,801657.199623,138.564065,3.464102,<=50K
-20.78461,1.732051,72.746134,-155096.489564,0,-1.732051,-135.099963,154964.853702,119.511506,3.464102,<=50K
-13.856406,0,107.38715,-346739.251167,1.732051,-3.464102,-169.740979,346569.510188,155.884573,5.196152,<=50K
-13.856406,-1.732051,72.746134,-310863.28279,3.464102,-3.464102,-121.243557,310735.11103,105.655099,1.732051,<=50K
-5.196152,-3.464102,71.014083,-361988.226477,3.464102,-1.732051,-116.047404,361865.25087,110.851252,1.732051,<=50K
-19.052559,1.732051,74.478185,-69581.677092,0,-3.464102,-122.975607,69460.433536,105.655099,3.464102,>50K
-17.320508,0,74.478185,-99585.993232,1.732051,-5.196152,-148.956369,99438.768913,131.635861,5.196152,>50K
-15.588457,0,76.210236,-567438.897118,1.732051,-5.196152,-136.832014,567305.529206,121.243557,3.464102,<=50K
-15.588457,26020.599282,69.282032,-288105.867229,1.732051,-3.464102,-150.68842,261931.115425,138.564065,-3.464102,>50K
-6.928203,0,71.014083,-459526.935654,0,-1.732051,-143.760217,459384.907488,136.832014,1.732051,<=50K
-15.588457,6001.556048,72.746134,-359119.95034,-1.732051,-1.732051,-131.635861,352986.75843,121.243557,1.732051,<=50K
-12.124356,0,38.105118,-284139.47088,0,-3.464102,-121.243557,284014.763222,107.38715,1.732051,>50K
-22.51666,1.732051,72.746134,-49060.339124,-1.732051,0,-148.956369,48911.382755,128.17176,5.196152,>50K
-24.248711,26022.331333,107.38715,-533935.838348,1.732051,1.732051,-188.793538,507728.177578,166.276878,1.732051,>50K
-24.248711,26011.939028,72.746134,-397834.74999,1.732051,1.732051,-145.492268,371673.854593,122.975607,1.732051,>50K
-13.856406,-1.732051,39.837169,-638903.313439,-1.732051,-3.464102,-69.282032,638832.299356,55.425626,0,<=50K
-19.052559,1.732051,81.406388,-612172.573326,0,0,-150.68842,612023.616956,135.099963,1.732051,<=50K
-17.320508,0,84.87049,-280202.519394,-1.732051,-1.732051,-133.367912,280070.883533,117.779455,1.732051,<=50K
-12.124356,-1.732051,55.425626,-169708.070176,-1.732051,-1.732051,-83.138439,169621.467636,71.014083,-1.732051,<=50K
-24.248711,-1.732051,69.282032,-271239.156465,3.464102,-3.464102,-174.937132,271060.755232,148.956369,0,>50K
-19.052559,1.732051,72.746134,-343211.063672,1.732051,-5.196152,-155.884573,343053.447049,136.832014,1.732051,<=50K
-13.856406,-1.732051,67.549981,-95997.183959,1.732051,-1.732051,-148.956369,95837.835284,138.564065,1.732051,<=50K
-19.052559,1.732051,91.798693,-300966.344476,0,-3.464102,-143.760217,300824.316309,126.439709,3.464102,>50K
-12.124356,-1.732051,102.190998,-648895.514548,0,-1.732051,-193.98969,648699.792806,181.865335,0,<=50K
-15.588457,0,74.478185,-302012.503163,1.732051,-5.196152,-136.832014,301877.4032,121.243557,6.928203,<=50K
-12.124356,0,74.478185,-135442.90905,1.732051,-3.464102,-168.008928,135276.632173,155.884573,3.464102,>50K
-13.856406,0,29.444864,-329763.421202,0,-1.732051,-143.760217,329616.196884,131.635861,3.464102,<=50K
-8.660254,-1.732051,91.798693,-54341.362037,-3.464102,-1.732051,-131.635861,54207.994124,122.975607,0,<=50K
-3.464102,0,69.282032,-422007.251061,1.732051,-1.732051,-142.028166,421870.419047,135.099963,3.464102,<=50K
-15.588457,0,76.210236,-233334.956592,1.732051,-3.464102,-147.224319,233184.268172,135.099963,5.196152,<=50K
-13.856406,-1.732051,72.746134,-341305.807784,1.732051,-1.732051,-119.511506,341182.832177,107.38715,3.464102,<=50K
-13.856406,0,76.210236,-203903.94927,0,-5.196152,-157.616623,203748.064698,145.492268,3.464102,>50K
-19.052559,1.732051,90.066642,-294173.241208,0,-1.732051,-135.099963,294041.605347,119.511506,1.732051,>50K
-8.660254,-1.732051,88.334591,-1036890.4839,1.732051,-3.464102,-162.812776,1036722.474972,152.420471,0,<=50K
-22.51666,1.732051,74.478185,-212870.776301,1.732051,-1.732051,-140.296115,212730.480186,119.511506,3.464102,>50K
-13.856406,-1.732051,53.693575,-287988.087774,1.732051,-5.196152,-112.583302,287872.04037,100.458947,0,<=50K
-12.124356,4995.234529,72.746134,-330383.495391,1.732051,-1.732051,-138.564065,325246.232696,128.17176,1.732051,<=50K
-20.78461,12642.238844,107.38715,-603221.334752,0,-1.732051,-161.080725,590423.211335,145.492268,3.464102,>50K
-15.588457,0,74.478185,-337474.511398,1.732051,-5.196152,-159.348674,337316.894774,143.760217,6.928203,<=50K
-13.856406,0,76.210236,-400765.379957,1.732051,-5.196152,-173.205081,400595.638978,159.348674,5.196152,<=50K
-13.856406,-1.732051,74.478185,-529377.080622,3.464102,-3.464102,-133.367912,529231.588354,121.243557,3.464102,<=50K
-15.588457,0,48.497423,-44073.764849,0,-5.196152,-76.210236,43999.286665,65.817931,0,<=50K
-19.052559,13317.738659,72.746134,-347296.971527,1.732051,-3.464102,-147.224319,333833.7406,128.17176,5.196152,>50K
-12.124356,0,84.87049,-600181.585585,0,-6.928203,-143.760217,600036.093317,133.367912,1.732051,<=50K
-10.392305,-1.732051,91.798693,-591301.361094,0,-5.196152,-122.975607,591176.653436,110.851252,1.732051,<=50K
-13.856406,0,71.014083,-512066.964851,5.196152,-5.196152,-121.243557,511940.525142,103.923048,1.732051,<=50K
-15.588457,-3.464102,58.889727,-292673.285209,0,-5.196152,-124.707658,292550.309602,107.38715,-1.732051,<=50K
-17.320508,5760.800986,74.478185,-384383.643419,0,-1.732051,-140.296115,378484.278368,122.975607,0,<=50K
-5.196152,0,64.08588,-583063.727454,-1.732051,0,-128.17176,582942.483897,121.243557,1.732051,<=50K
-15.588457,0,38.105118,-533863.092214,-1.732051,-1.732051,-72.746134,533786.881978,55.425626,0,<=50K
-19.052559,0,103.923048,-618704.136921,1.732051,0,-164.544827,618534.395942,148.956369,0,<=50K
-22.51666,1.732051,74.478185,-792046.049692,0,0,-161.080725,791888.433068,143.760217,1.732051,<=50K
-17.320508,-1.732051,107.38715,-493360.81613,0,-3.464102,-183.597386,493178.950795,169.740979,5.196152,<=50K
-15.588457,-1.732051,72.746134,-310802.661012,-1.732051,-3.464102,-103.923048,310697.005913,90.066642,-1.732051,<=50K
-24.248711,1.732051,90.066642,-629520.794214,0,-1.732051,-174.937132,629349.321184,154.152522,0,>50K
-10.392305,1.732051,29.444864,-241098.008312,-1.732051,-1.732051,-55.425626,241042.582686,51.961524,0,<=50K
-12.124356,-1.732051,72.746134,-352503.516255,1.732051,-1.732051,-129.903811,352371.880393,119.511506,1.732051,<=50K
-13.856406,0,81.406388,-195009.868373,0,-1.732051,-140.296115,194871.304309,131.635861,1.732051,<=50K
-12.124356,-3.464102,67.549981,-172389.284827,0,-3.464102,-157.616623,172231.668203,143.760217,-1.732051,<=50K
-12.124356,-1.732051,71.014083,-162360.710651,0,-1.732051,-154.152522,162206.558129,142.028166,0,>50K
-12.124356,0,74.478185,-382128.513267,1.732051,-3.464102,-133.367912,381996.877406,121.243557,3.464102,<=50K
-13.856406,0,58.889727,-337230.292234,1.732051,-3.464102,-164.544827,337065.747407,150.68842,5.196152,<=50K
-12.124356,0,91.798693,-268185.550892,1.732051,-3.464102,-176.669182,268010.61376,164.544827,3.464102,>50K
-22.51666,0,86.60254,-280848.574346,0,-3.464102,-155.884573,280692.689773,135.099963,1.732051,<=50K
-13.856406,-1.732051,90.066642,-371632.285374,0,-3.464102,-124.707658,371504.113614,112.583302,1.732051,<=50K
-12.124356,0,79.674337,-280490.039829,0,-1.732051,-109.119201,280377.456526,98.726896,0,<=50K
-13.856406,0,72.746134,-360238.855161,1.732051,-5.196152,-147.224319,360093.362894,133.367912,5.196152,>50K
-3.464102,0,69.282032,-449255.874366,0,0,-116.047404,449136.36286,109.119201,1.732051,<=50K
-20.78461,0,90.066642,-361047.722889,0,0,-185.329436,360862.393452,168.008928,-1.732051,<=50K
-19.052559,1.732051,74.478185,-201664.407576,0,-3.464102,-138.564065,201527.575562,121.243557,3.464102,>50K
-3.464102,0,72.746134,-415364.836214,-1.732051,0,-126.439709,415243.592657,124.707658,1.732051,<=50K
-12.124356,-1.732051,72.746134,-302080.053145,0,-5.196152,-162.812776,301920.704471,154.152522,3.464102,<=50K
-15.588457,26022.331333,96.994845,-102954.832053,0,-1.732051,-181.865335,76748.903334,169.740979,3.464102,>50K
-20.78461,1.732051,91.798693,-327061.421942,1.732051,-3.464102,-138.564065,326917.661725,121.243557,1.732051,<=50K
-19.052559,-1.732051,90.066642,-86879.668508,-1.732051,-3.464102,-155.884573,86723.783935,143.760217,0,<=50K
-22.51666,13317.738659,72.746134,-206325.356299,0,-1.732051,-133.367912,192879.44588,116.047404,-3.464102,>50K
-19.052559,1.732051,71.014083,-263373.913748,1.732051,-1.732051,-112.583302,263256.134293,91.798693,1.732051,<=50K
-13.856406,0,22.51666,-240794.899421,1.732051,0,-50.229473,240736.009693,39.837169,-1.732051,<=50K
-22.51666,-1.732051,67.549981,-431866.084258,1.732051,1.732051,-150.68842,431706.735583,133.367912,1.732051,<=50K
-13.856406,-1.732051,74.478185,-446460.344362,0,-3.464102,-135.099963,446320.048247,124.707658,1.732051,<=50K
-17.320508,0,38.105118,-196061.223214,-1.732051,-3.464102,-72.746134,195985.012978,58.889727,1.732051,<=50K
-15.588457,0,48.497423,-261846.244936,-1.732051,-1.732051,-77.942286,261766.570599,67.549981,-1.732051,<=50K
-20.78461,1.732051,72.746134,-806025.431759,0,-1.732051,-128.17176,805900.724101,112.583302,3.464102,<=50K
-13.856406,-1.732051,71.014083,-617985.335836,0,-1.732051,-105.655099,617872.752533,93.530744,1.732051,<=50K
-12.124356,0,74.478185,-631885.043566,1.732051,-3.464102,-133.367912,631753.407705,121.243557,3.464102,>50K
-5.196152,-3.464102,38.105118,-343709.894305,1.732051,-1.732051,-131.635861,343576.526393,124.707658,0,<=50K
-12.124356,-3.464102,95.262794,-570418.024507,0,-3.464102,-147.224319,570269.068138,135.099963,-1.732051,<=50K
-10.392305,-3.464102,36.373067,-441454.717528,-3.464102,0,-64.08588,441385.435496,55.425626,0,<=50K
-19.052559,12642.238844,90.066642,-365144.023048,1.732051,-1.732051,-138.564065,352364.95219,119.511506,5.196152,>50K
-19.052559,1.732051,72.746134,-385940.757095,1.732051,0,-107.38715,385826.441742,93.530744,1.732051,<=50K
-20.78461,1.732051,102.190998,-167123.850372,0,-1.732051,-161.080725,166964.501697,142.028166,1.732051,>50K
-5.196152,0,72.746134,-294620.110317,3.464102,-1.732051,-154.152522,294464.225744,152.420471,1.732051,<=50K
-24.248711,1.732051,38.105118,-201984.836975,1.732051,0,-96.994845,201886.110079,79.674337,-1.732051,>50K
-15.588457,0,109.119201,-692908.657619,0,-3.464102,-188.793538,692723.328182,178.401233,3.464102,<=50K
-6.928203,1.732051,74.478185,-318124.039775,0,-3.464102,-176.669182,317949.102644,171.47303,3.464102,<=50K
-12.124356,-1.732051,88.334591,-336165.080987,0,-1.732051,-138.564065,336026.516922,126.439709,0,<=50K
-20.78461,1.732051,72.746134,-364536.073215,-1.732051,0,-107.38715,364426.954014,91.798693,-1.732051,<=50K
-12.124356,-1.732051,39.837169,-74977.015358,-1.732051,-3.464102,-64.08588,74909.465377,51.961524,1.732051,<=50K
-22.51666,-1.732051,84.87049,-188772.753415,1.732051,1.732051,-154.152522,188611.67269,136.832014,1.732051,<=50K
-13.856406,0,93.530744,-198706.064797,0,-5.196152,-143.760217,198564.036631,131.635861,3.464102,>50K
-10.392305,-1.732051,64.08588,-526863.8749,-3.464102,-1.732051,-91.798693,526770.344157,86.60254,0,<=50K
-12.124356,7595.042791,69.282032,-880496.688282,1.732051,-1.732051,-147.224319,872749.225019,136.832014,1.732051,>50K
-20.78461,0,72.746134,-589699.214097,0,-1.732051,-129.903811,589567.578236,114.315353,1.732051,>50K
-20.78461,1.732051,71.014083,-184896.423708,1.732051,-3.464102,-145.492268,184749.199389,124.707658,0,<=50K
-15.588457,12640.506794,76.210236,-266295.88346,0,-1.732051,-169.740979,253489.099789,155.884573,1.732051,>50K
-6.928203,0,57.157677,-407759.401118,1.732051,-1.732051,-105.655099,407650.281917,102.190998,-1.732051,<=50K
-15.588457,-3.464102,65.817931,-68748.560654,0,-1.732051,-110.851252,68635.977352,100.458947,0,<=50K
-20.78461,0,74.478185,-197216.501102,0,0,-136.832014,197081.401139,119.511506,0,<=50K
-12.124356,0,71.014083,-377358.445343,0,-3.464102,-140.296115,377212.953076,128.17176,1.732051,<=50K
-19.052559,1.732051,74.478185,-605105.806031,0,-3.464102,-162.812776,604944.725306,145.492268,3.464102,>50K
-13.856406,0,67.549981,-342464.549774,0,-3.464102,-128.17176,342331.181862,116.047404,0,<=50K
-12.124356,-1.732051,72.746134,-94486.835654,1.732051,-3.464102,-145.492268,94337.879285,135.099963,-1.732051,<=50K
-2909.845357,1.732051,91.798693,-204137.776129,0,-2895.98895,-131.635861,204006.140268,-2776.477445,2890.792798,<=50K
-19.052559,0,74.478185,-283067.33143,0,-3.464102,-129.903811,282940.891721,116.047404,-5.196152,>50K
